category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Math,Short Answer,What is the area of an isosceles trapezoid with bases of length 10 and 16 and leg length 5?,52 ,Short Answer,"Your teacher creates a list of 10 math problems, and you know how to do 7 of them. If your teacher then selects 5 of those 10 problems at random, what is the probability that you only know how to do 2 of those 5 problems?",1/12,NSBA
Biology,Multiple Choice,In which of the following parts of the nephron can sodium NOT be reabsorbed from filtrate? W) Proximal Convoluted Tubule X) Distal Convoluted Tubule Y) Ascending Loop of Henle Z) Descending Loop of Henle,Z) DESCENDING LOOP OF HENLE ,Short Answer,Identify all of the following 3 techniques that could be used to visualize protein localization in live cells: 1) GFP tagging; 2) Immunofluorescence; 3) SDS-PAGE gel electrophoresis,1 ONLY,NSBA
Chemistry,Short Answer,"To one significant figure, what is the rate constant of a first-order reaction with a half life of 70 seconds?",0.01 ,Short Answer,Identify all of the following 3 compounds which have a HOMO with pi symmetry: 1) C2; 2) N2; 3) O2.,1 and 3,NSBA
Earth and Space,Multiple Choice,"Not all rock types fall into one of the three main categories. Which of the following best describes the rock types that migmatite is thought to be part of? W) Igneous and metamorphic X) Igneous and sedimentary Y) Metamorphic and sedimentary Z) Igneous, metamorphic, and sedimentary",W) IGNEOUS AND METAMORPHIC ,Multiple Choice,A type 1a supernova is observed with an apparent magnitude of +6. Which of the following is closest to the distance from Earth in light-years of the star that produced this supernova? W) 104 X) 106 Y) 108 Z) 1010,X) 106,NSBA
Math,Short Answer,What is the least positive integer n such that n factorial has 6 trailing zeroes?,25 ,Short Answer,David decides to roll a 100 sided die until he rolls a 69. What is the expected value of the sum of all of his rolls before his first 69?,4981,NSBA
Physics,Short Answer,"A charged particle is traveling in the positive Z direction. If the magnetic field is pointing in the negative Y direction, what direction should an applied electric field point so the particle feels zero net force?",NEGATIVE X,Short Answer,"A uniform 2 kilogram ball is placed on a flat surface and is given an initial velocity of 3 meters per second and zero initial angular velocity. After some amount of time, it begins to roll without slipping. What is the impulse on the ball during this time?",12/7,NSBA
Biology,Short Answer,Extracellular polymeric substances are secreted as the substrate for what type of cooperative colonies of prokaryotes?,BIOFILMS ,Multiple Choice,A deficiency in which of the following plant macronutrients is most likely to have symptoms of crinkled young leaves and terminal bud death? W) Potassium X) Magnesium Y) Calcium Z) Nitrogen,Y) CALCIUM,NSBA
Chemistry,Multiple Choice,"A tetrahedral molecule undergoes a reaction to form an octahedral molecule. If the reaction has a tetrahedral transition state, then according to Hammond’s postulate which of the following must be true about the reaction? W) The product energy is lower than the reactant energy X) The product energy is higher than the reactant energy Y) The product has less valence electrons than the reactant Z) The product has more valence electrons than the reactant","W) THE PRODUCT ENERGY IS LOWER THAN THE REACTANT ENERGY
",Short Answer,What is the ratio of the internal energy of a monatomic ideal gas at 300 K to that of a diatomic ideal gas at 400 K?,9/20 (ACCEPT: 9 to 20),NSBA
Earth and Space,Multiple Choice,In which of the following locations would the crustal geotherm likely be highest? W) Divergent plate boundary X) Continental volcanic arc Y) Subduction zone Z) Stable craton,W) DIVERGENT PLATE BOUNDARY ,Multiple Choice,Which of the following processes could cause reverse zoning in a crystal? W) Rapid cooling from exposure to air X) Mixing with a more primitive magma Y) Assimilation of crustal material Z) Separation of phases at a solvus line,X) MIXING WITH A MORE PRIMITIVE MAGMA,NSBA
Math,Short Answer,Compute the limit as x approaches infinity of the fraction with numerator 14x2 + 13x - 6 and denominator 6x2 + 14x - 13.,7/3 ,Short Answer,"A certain right trapezoid has perpendicular diagonals. If the height of the trapezoid is 30 and one of the bases has length 12, what is the length of the other base?",75,NSBA
Physics,Short Answer,"Peter and David are investigating a new planet they have discovered with a radius R. Peter is standing on the surface of the planet and feels a gravitational force of G. If David has tunneled to a distance of R/2 from the planet’s center, what is the gravitational force that he experiences in terms of G?",G/2,Multiple Choice,"An incompressible inviscid fluid is flowing through a pipe with some radius R. Which of the following best describes the fluid’s speed and pressure after the pipe constricts to a radius of ½R? W) Increased speed, increased pressure X) Increased speed, decreased pressure Y) Decreased speed, increased pressure Z) Decreased speed, decreased pressure","X) INCREASED SPEED, DECREASED PRESSURE",NSBA
Biology,Multiple Choice,"In a rare event of human oogenesis, nondisjunction of all copies of chromosome 1 occurs during both meiosis I and meiosis II. How many chromosomes does the daughter cell with the most chromosomes have? W) 23 X) 24 Y) 25 Z) 26",Z) 26 ,Multiple Choice,Which of the following types of organisms incorporates teichoic acid into its cell wall? W) Gram-positive bacteria X) Gram-negative bacteria Y) Fungi Z) Plants,W) GRAM-POSITIVE BACTERIA,NSBA
Chemistry,Short Answer,"David takes N2O5, dinitrogen pentoxide, and dissolves it in water then concentrates the solution he makes. He observes reddish-yellow fumes because he has made what compound?",NITRIC ACID (ACCEPT: HNO3),Multiple Choice,"David then further takes his nitric acid solution and attempts to oxidize some metals with it. David has a stubborn metal that he notices is resistant to oxidation with hydrochloric acid and sulfuric acid, but the metal suddenly starts to fume when he drips nitric acid onto it. Which of the following is most likely to be the identity of this stubborn metal? W) Chromium X) Copper Y) Silver Z) Gold",X) COPPER,NSBA
Earth and Space,Short Answer,"What astronomical phenomenon is responsible for the creation of an Einstein ring, a ring of light formed when two bodies lie in the same line of sight relative to Earth?",GRAVITATIONAL LENSING ,Multiple Choice,Which of the following describes the typical change in a star’s temperature and luminosity as a result of its helium flash? W) Hotter and brighter X) Hotter and dimmer Y) Cooler and brighter Z) Cooler and dimmer,X) HOTTER AND DIMMER,NSBA
Math,Short Answer,A regular prism has 12 vertices. How many faces does it have?,8 ,Short Answer,"Given that 101 to the 2023rd power has 4055 digits, then to the nearest 5 digits, how many digits does 1001 to the 2023rd power have?",6070,NSBA
Physics,Multiple Choice,Which of the following assumptions must be made for the lens equation to be valid? W) The lens has an index of refraction equal to the air surrounding it X) The lens has the same radii of curvature on both sides Y) The lens has a positive focal length Z) The lens is very thin compared to the lengths in the equation,"Z) THE LENS IS VERY THIN COMPARED TO THE LENGTHS IN THE
EQUATION",Short Answer,"Identify all of the following 3 statements that are true of the Pauli matrices, also called the sigma matrices: 1) They are Hermitian; 2) They are unitary; 3) They all anticommute with each other.",All,NSBA
Biology,Short Answer,Secretion of the enzyme renin is directly induced by decreased blood flow through what specialized structure in the kidney?,JUXTAGLOMERULAR APPARATUS ,Short Answer,Identify all of the following four amino acids that can be turned into fumarate: 1) Tyrosine; 2) Isoleucine; 3) Proline; 4) Phenylalanine,1 AND 4,NSBA
Chemistry,Short Answer,Order the following 3 crystals in order of increasing lattice energy: 1) MgO; 2) KBr; 3) NaCl.,"2, 3, 1 ",Short Answer,"Sodium fluoride has a Ksp of 0.8 in solvent X. To one significant figure, how many grams of sodium are in 1 Liter of a completely saturated solution of solvent X?",20,NSBA
Earth and Space,Multiple Choice,"When the Salton Sea was accidentally created, its salinity quickly rose because it had no outlets for dissolved material to exit. The Salton Sea is an example of what type of lake? W) Eutrophic X) Oligotrophic Y) Endorheic Z) Exorheic",Y) Endorheic ,Multiple Choice,Which of the following best describes the difference between H I [H one] and H II [H two] regions? W) H I regions have atomic hydrogen while H II regions have molecular hydrogen X) H I regions have molecular hydrogen while H II regions have atomic hydrogen Y) H I regions are ionized while H II regions are neutral Z) H II regions are ionized while H I regions are neutral,Z) H II regions are ionized while H I regions are neutral,NSBA
Math,Short Answer,"Let T be a linear transformation from C2 [C two] to R3 [R three]. Assuming all vector spaces are expressed over the field R, what is the minimum possible nullity of T?",1 ,Short Answer,"An ant is on the number line at x = 0. Every second, the ant randomly chooses whether to go to the right by one unit with probability 2/3 or go to the left by one unit with probability 1/3. What is the probability that the ant first reaches x = 4 after exactly 6 seconds?",128/729,NSBA
Biology,Multiple Choice,"Which of the following best describes the trp [READ: TRIP] operon and the role of tryptophan in its regulation? W) Inducible, inducer X) Inducible, coinducer Y) Repressible, repressor Z) Repressible, corepressor","Z) REPRESSIBLE, COREPRESSOR ",Short Answer,Identify all of the following three biological processes that involve a recombinase enzyme: 1) Archaeal DNA repair; 2) Maturation of human B-cells; 3) Cre-Lox genetic knock-in,ALL,NSBA
Chemistry,Short Answer,Order the following 3 compounds in order of increasing van’t Hoff factor in water: 1) Magnesium chloride; 2) Glucose; 3) Sodium chloride.,"2, 3, 1 ",Short Answer,Identify all of the following 4 ligands that are generally considered to be strong field ligands: 1) Chloride; 2) Fluoride; 3) Bromide; 4) Iodide.,NONE,NSBA
Earth and Space,Short Answer,"Before the Sun reached the main sequence, it evolved horizontally along the H-R diagram following what path, which describes the evolution of all stars greater than roughly 0.5 solar masses?",HENYEY TRACK ,Short Answer,"The average amount of energy radiated away from Earth at any given point is S. Assuming Earth has a perfect radiation balance, in terms of S, what is the maximum possible amount of incoming energy at that point under direct sunlight?",4S,NSBA
Math,Short Answer,How many odd integers between 1 and 100 inclusive are divisible by 3?,17 ,Short Answer,A sphere has a regular octahedron inscribed within it. What is the ratio of the volumes of the sphere to the octahedron?,PI,NSBA
Physics,Short Answer,"A system with a time-invariant Lagrangian satisfies the conservation of energy. This is a consequence of what theorem, which states that every differentiable symmetry of a physical system’s action has an associated conservation law?",NOETHER’S THEOREM ,Multiple Choice,"In accordance with the Dulong-Petit Law, the molar heat capacity of many solid elements at room temperature is around three times the universal gas constant. This observation matches the prediction of the equipartition theorem applied with how many quadratic degrees of freedom? W) 3 X) 4 Y) 5 Z) 6",Z) 6,NSBA
Biology,Short Answer,Rank the following three components of the electron transport chain by increasing reduction potential: 1) Complex I; 2) Complex III; 3) Ubiquinone,"1, 3, 2 ",Short Answer,"A gene has three alleles; allele A is dominant to allele B, which is dominant to allele C. Two organisms with genotypes AB and BC produce an arbitrarily large amount of offspring, and the F1 generation breeds with themselves at random to produce an arbitrarily large amount of F2 offspring. What is the expected proportion of organisms in the F2 generation that exhibit the C phenotype?",1/16,NSBA
Chemistry,Multiple Choice,Which of the following chemical species would have the greatest nucleophilicity for an SN2 reaction on a primary carbon? W) Acetate X) Iodide Y) Hydroxide Z) Chloride,X) IODIDE,Short Answer,How many electrons occupy the t2g orbitals of the [CoF6]3- complex?,4,NSBA
Earth and Space,Short Answer,The luminosity of bodies in hydrostatic equilibrium is bounded because radiation pressure cannot exceed the gravitational force on the outer layers of the star. What is the term for the theoretical limit of a star’s luminosity derived from this principle?,EDDINGTON LIMIT ,Multiple Choice,"Which of the following best explains why the deposition of black carbon on glacier surfaces does not create a positive feedback loop? W) Black carbon stabilizes glaciers, increasing their lifetimes X) Aerosols act as cloud condensation nuclei, decreasing Earth’s albedo Y) Black carbon is not created by human activity Z) The associated warming does not create more black carbon",Z) The associated warming does not create more black carbon,NSBA
Math,Short Answer,What is the circumradius of a right triangle with legs of length 7 and 24?,12.5 ,Multiple Choice,"Two lines are drawn in the coordinate plane: y = ax + b and y = bx + a. A unit circle is drawn centered at the intersection point of these two lines, and the two lines split the unit circle into four parts. Which of the following choices of a and b makes the four parts most similar to each other in area? W) a = -2, b = 5 X) a = -1, b = 6 Y) a = 1, b = 8 Z) a = 2, b = 9","X) A = -1, B = 6",NSBA
Physics,Multiple Choice,"In their differential form, which of Maxwell’s equations relates the curl of the electric field to the time derivative of the magnetic field? W) Ampere’s Law X) Faraday’s law Y) Gauss’s law Z) Gauss’s law for magnetism",X) FARADAY’S LAW ,Short Answer,"In a one-dimensional quantum harmonic oscillator, what is the ratio of the energies of the lowest energy level to the fifth lowest energy level, where energy is defined to be zero at the bottom of the potential well?",1/9,NSBA
Biology,Multiple Choice,Which of the following statements is accurate about the several globin genes encoded in the human genome? W) Adult hemoglobin binds oxygen more strongly than fetal hemoglobin. X) The different globin genes are classified as orthologs. Y) A hemoglobin protein can bind up to four oxygen molecules. Z) Hemoglobin and oxygen exhibit negative cooperativity.,"Y) A HEMOGLOBIN PROTEIN CAN BIND UP TO FOUR OXYGEN
MOLECULES. ",Multiple Choice,"The antibiotic novobiocin is a small-molecule competitive inhibitor of the enzyme DNA gyrase. Which of the following is NOT true about novobiocin and DNA gyrase? W) According to Michaelis-Menten kinetics, novobiocin does not change the Vmax of DNA gyrase. X) DNA gyrase has both nuclease and ligase domains. Y) Bacterial resistance to β-lactam antibiotics is likely unrelated with resistance to novobiocin. Z) Mutations in nuclear importins can confer resistance to novobiocin.",Z) MUTATIONS IN NUCLEAR IMPORTINS CAN CONFER RESISTANCE TO,NSBA
Chemistry,Short Answer,"The pKa values for phosphoric acid are 2.1, 7.2, and 12.4. At what pH value is the relative concentration of HPO4 2- maximized?",9.8,Multiple Choice,Which of the following diatomic gas molecules would have the lowest constant volume heat capacity at 50 Kelvin? W) Hydrogen X) Nitrogen Y) Oxygen Z) Fluorine,W) HYDROGEN,NSBA
Earth and Space,Short Answer,"When viewing text through a clear piece of calcite, it appears twice when refracted through the crystal. What term is given to the property that allows this double refraction?",BIREFRINGENCE (ACCEPT: ANISOTROPY) ,Multiple Choice,The Tully-Fisher relation is used to approximate the distance to a galaxy by comparing its luminosity to which of the following properties? W) Rotational velocity X) Metallicity Y) Age Z) Density,W) ROTATIONAL VELOCITY,NSBA
Math,Short Answer,"How many positive integers have both of the following 2 properties: I) They have 2 digits in base 5, and II) They have 3 digits in base 4.",9 ,Short Answer,A function f is defined as f(x) = ax2 + 12x + 18. For what value of a do f(x) and f’(x) [f prime of x] share a root?,2,NSBA
Physics,Multiple Choice,Which of the following thermodynamic cycles is represented as a rectangle on a temperature-entropy graph? W) Brayton cycle X) Carnot cycle Y) Otto cycle Z) Stirling cycle,X) CARNOT CYCLE ,Multiple Choice,"Which of the following statements is true regarding polarization and refraction between two arbitrary media, according to the Fresnel [READ: fray-NELL] equations? W) There always exists an angle of incidence at which reflected light is only polarized normal to the plane of incidence. X) There always exists an angle of incidence at which reflected light is only polarized in the plane of incidence. Y) There always exists an angle of incidence above which there is no reflected light. Z) There always exists an angle of incidence at which the reflectance and transmittance sum to two.",W) THERE ALWAYS EXISTS AN ANGLE OF INCIDENCE AT WHICH,NSBA
Biology,Short Answer,"In the lateral line of fish, what gelatinous structure covers the hair cells, protecting them from damage?",CUPULA ,Short Answer,Identify all of the following four cell junctions that are incorrectly matched to what cytoskeletal element they bind to: 1) Tight junctions and actin; 2) Desmosomes and intermediate filaments; 3) Hemidesmosomes and actin; 4) Adherens junctions and intermediate filaments,3 AND 4,NSBA
Chemistry,Short Answer,"Sometimes, half-reactions occur at a different potential from the reduction potential. What is the term for this difference between the actual and ideal potentials?",OVERPOTENTIAL ,Short Answer,"The mean free path of a gas at 1 atmosphere and 300 K is 90 nanometers. In nanometers, what is the mean free path of the same gas at 2 atmospheres and 900 K?",135,NSBA
Earth and Space,Short Answer,Antarctica’s climate is isolated from the effects of subtropical ocean gyres due to the flow of what fast-flowing current surrounding the continent?,"Antarctic Circumpolar Current (ACCEPT: ACC; ACCEPT: WEST WIND DRIFT)
",Short Answer,In which of the five major Köppen classifications would soil weathering likely be most active?,A,NSBA
Math,Short Answer,"A shelf has 10 identical left shoes and 10 identical right shoes. If David picks two shoes at random, what is the probability that he gets a pair?",10/19 ,Short Answer,"Colin is teaching Vedang how to do subtraction, but Vedang hasn’t learned how to borrow yet. How many different subtraction problems using nonnegative integers less than 100 can Colin give Vedang that do not involve borrowing?",3025,NSBA
Biology,Multiple Choice,Which of the following is NOT true about the pineapple? W) Commercial pineapple cultivars arose from artificial selection of wild cultivars. X) The pineapple fruit is formed from an inflorescence. Y) Pineapple mesophyll cells store malic acid at night in vacuoles. Z) The pineapple tree has a prominent taproot.,Z) THE PINEAPPLE TREE HAS A PROMINENT TAPROOT. ,Short Answer,"Because of the controversial nature of embryonic stem cells, developmental biologists often add transcription factors like Oct4 and c-Myc to ordinary somatic cells. This generates what specific type of stem cell which are able to mimic the development of a normal embryo?","INDUCED PLURIPOTENT STEM CELLS (ACCEPT: iPSCs, DO NOT ACCEPT:",NSBA
Chemistry,Short Answer,"For three liquids, the line of best fit is drawn on graphs with the y-axis the logarithm of the vapor pressure and the x-axis the reciprocal of temperature. Rank the following three compounds by increasing magnitude of the slope of their corresponding line: 1) Diethyl ether; 2) Methane; 3) Water.","2, 1, 3 ",Short Answer,Identify all of the following three ethylene derivatives that would efficiently undergo polymerization in a solution of n-butyllithium in pentane: 1) Propene; 2) Acrylonitrile; 3) Methyl vinyl ether.,2 ONLY,NSBA
Earth and Space,Short Answer,What thin layer in the lower mantle has a lower seismic wave velocity than the rest of the mantle and is thought to be a graveyard of sunken tectonic plates?,D’’ layer ,Multiple Choice,A star with a mass of 20 solar masses is approximately how many times brighter than a 5 solar mass star? W) 16 X) 32 Y) 64 Z) 128,Z) 128,NSBA
Math,Multiple Choice,"An isosceles triangle ABC has base AB. The perpendicular bisector of side BC is drawn, and it intersects base AB at a point between A and B. Which of the following statements must be true about this triangle? W) The legs are longer than the base X) The legs are shorter than the base Y) The circumcenter is outside the triangle Z) The incenter is outside the triangle",X) THE LEGS ARE SHORTER THAN THE BASE ,Short Answer,"Hey do you guys remember gradient descent from the last round? Okay we’re making it a computational bonus. Let f(x,y) equal x^2 + y^2 [f of x comma y equal x squared plus y squared]. Starting from the point (6, 8) [six comma eight] and moving in the opposite direction of the gradient, what are the coordinates of the point obtained after moving a distance of 1 in the xy plane?","(5.4, 7.2)",NSBA
Physics,Multiple Choice,"In the SI system, what are the units for the Poynting vector? W) W [watts] X) W/m [watts per meter] Y) W/m^2 [watts per meter squared] Z) W/m^3 [watts per meter cubed]",Y) W/m^2 ,Short Answer,Identify all of the following three statements that are TRUE about the Rayleigh-Jeans law: 1) The Rayleigh-Jeans law relates emitted blackbody radiation with wavelength; 2) The Rayleigh-Jeans law agrees with experimental results in the high-wavelength limit; 3) The Rayleigh-Jeans law resolved the ultraviolet catastrophe that resulted from Wien’s law.,1 AND 2,NSBA
Biology,Multiple Choice,"In a technique called FRAP [frap], a small section of a fluorescent lipid bilayer is photobleached, and the recovery of the fluorescent signal from the section is tracked over time. Assuming the experiment is carried out at physiological temperature, which of the following would best increase the rate of recovery? W) Adding more saturated fatty acids to the bilayer. X) Adding longer fatty acids to the bilayer. Y) Adding cholesterol to the bilayer. Z) Adding heat to the bilayer.",Z) ADDING HEAT TO THE BILAYER ,Short Answer,Identify all of the following four metabolic processes that are primarily cytosolic in animal cells: 1) Glycolysis; 2) Krebs cycle; 3) Lactic acid fermentation; 4) Pentose phosphate pathway,"1, 3, 4",NSBA
Chemistry,Multiple Choice,"Short polypeptide sequences are often synthesized by the Merrifield solid-phase technique, in which the tert-butoxycarbonyl group is commonly used as an acid-labile protecting group. What is the chemical formula for the tert-butoxycarbonyl group? W) C4H9O2 X) C5H9O2 Y) C5H10O2 Z) C6H9O2",X) C5H9O2 ,Short Answer,The oxidation of phenol into benzoquinone is an electrochemical half-reaction that releases how many electrons?,4,NSBA
Earth and Space,Multiple Choice,"Just after entering the main sequence, stars typically evolve in which of the following directions along the H-R diagram? W) Up and left X) Up and right Y) Down and left Z) Down and right",X) UP AND RIGHT ,Short Answer,Identify all of the following three types of sediment deposit that would likely exhibit graded bedding: 1) Turbidite; 2) Glacial till; 3) Loess [low-us].,1 ONLY,NSBA
Math,Multiple Choice,Which of the following metrics does not actually satisfy every requirement to be a norm? W) L zero norm X) L one norm Y) L two norm Z) L infinity norm,W) L ZERO NORM ,Short Answer,"Alice wants to pick a point within the unit circle uniformly and at random with respect to area (i.e. the probability that the point is within some subsection of the unit circle is proportional to the area of that subsection). Identify all of the following 3 sampling methods that fit Alice’s standard for uniformity: I) Alice randomly picks a standard angle from 0 to 2pi, then randomly picks a radius from 0 to 1; II) Alice randomly picks two points on the circumference and takes their midpoint; III) Alice randomly picks a y value from -1 to 1, then randomly picks an x value from -1 to 1, repeating the process until she gets a point in the circle.",3 ONLY,NSBA
Physics,Multiple Choice,The ongoing g-2 [g minus two] experiment at Fermilabs studies the anomalous magnetic dipole moment of what second-generation lepton? W) Electron X) Muon Y) Neutron Z) Proton,X) MUON ,Short Answer,The heat capacity at constant volume is exactly equal to the partial derivative of what state variable with respect to temperature when volume is held constant?,"INTERNAL ENERGY (DO NOT ACCEPT: HEAT, ENERGY)",NSBA
Biology,Short Answer,"Brian has been shot at the gas station next to Enloe High School. As he is bleeding out, his blood pressure starts to drop. Identify all of the following three hormones his body would release to try and raise his blood pressure by constricting his blood vessels: 1) Vasopressin; 2) Norepinephrine; 3) Angiotensin","ALL (ACCEPT: 1, 2, 3) ",Multiple Choice,What is the name of the enzyme that converts trypsinogen to its active form trypsin? W) Enteropeptidase X) Zymogenidase Y) Chymotrypsin Z) Carboxypeptidase,W) ENTEROPEPTIDASE,NSBA
Chemistry,Short Answer,"The fluorite crystal structure has a unit cell with 4 cations occupying the normal positions in a body centered cubic structure, and 8 anions occupying holes in the structure. What percent of the occupied holes are octahedral?","0 (didn’t have to change the answer W, 60% sure i stole this from LOST)",Short Answer,"The reaction A yields B is third order in A with a rate constant of 0.6 inverse molars squared per second. If the initial concentration of A is 1 molar, then at what time, in seconds, is the concentration of A 0.5 molar?",2.5,NSBA
Earth and Space,Short Answer,"As a black hole rotates, it warps spacetime outside the event horizon via frame dragging. What is the name for the region where this distortion is so strong that all objects are forced to corotate with the black hole?",ERGOSPHERE ,Short Answer,Order the following three soil horizons from most to least organic material: 1) B; 2) E; 3) O.,"3, 1, 2",NSBA
Math,Short Answer,Alice shuffles a normal deck of cards and draws cards without replacement until she gets a red card. What is the probability that she has to draw exactly two cards?,13/51 ,Short Answer,"David has 2000 independent random variables X1 through X2000, where Xn is sampled from a normal distribution with standard deviation n. He adds up his random variables to get another random variable Y. To one significant figure, what is the standard deviation of Y?",50000,NSBA
Physics,Short Answer,"As a corollary of Snell’s law, light traveling between two media traces a path that minimizes its time of travel. What is the term for this principle that applies more generally to any inhomogenous medium?",FERMAT’S PRINCIPLE (ACCEPT: PRINCIPLE OF LEAST TIME) ,Multiple Choice,"A ball is thrown from a fixed height with a fixed speed at an angle θ from the vertical, where θ is constrained between 0 and 90 degrees and θ equals 0 when the ball is thrown directly downwards. Which of the following best describes the relationship between the final speed of the ball when it hits the ground and the angle θ? W) The final speed increases with increasing θ. X) The final speed decreases with increasing θ. Y) The final speed increases, then decreases with increasing θ. Z) The final speed is independent of θ.",Z) THE FINAL SPEED IS INDEPENDENT OF θ.,NSBA
Biology,Short Answer,Order the following four components of the light-dependent reactions from first to last. 1) Plastoquinone 2) Photosystem 1 3) Photosystem 2 4) Cytochrome b6f,"3, 1, 4, 2 ",Multiple Choice,Which of the following is NOT one of the four main phospholipids found in the mammalian cell membrane? W) Phosphatidylcholine X) Phosphatidylserine Y) Phosphatidylethanolamine Z) Phosphatidylglycerol,Z) PHOSPHATIDYLGLYCEROL,NSBA
Chemistry,Multiple Choice,"When reading a mass spectra for a purified compound, Coby notices a peak with an m/z [m to z] ratio two units higher than the molecular ion peak, and both peaks have roughly equal relative abundance. This suggests the presence of what atom in the compound? W) Fluorine X) Chlorine Y) Bromine Z) Iodine",Y) BROMINE ,Short Answer,Rank the following four carboxylic acid derivatives by increasing reactivity to nucleophilic acyl substitution: 1) Acyl chlorides; 2) Amides; 3) Esters; 4) Thioesters.,"2, 3, 4, 1",NSBA
Earth and Space,Multiple Choice,A yazoo tributary exists due to the presence of which of the following alluvial features? W) Alluvial fan X) Levee Y) Oxbow lake Z) Terrace,X) LEVEE ,Short Answer,"The separation between rocky and icy bodies in the solar system is determined by the location of what boundary, which lay at approximately 3 AU during the solar system’s formation?","FROST LINE (ACCEPT: SNOW LINE, ICE LINE)",NSBA
Math,Multiple Choice,"The tangent line from a point to a circle has length 12, and the diameter of the circle is 12. What is the shortest distance between the point and the circle? W) 6 sqrt 3 - 6 X) 6 Y) 6 sqrt 5 - 6 Z) 12",Y) 6 SQRT 5 - 6 ,Short Answer,How many positive integers less than 30 can be expressed as the sum of two primes?,21,NSBA
Biology,Short Answer,One difficulty with sequencing the human genome is due to the presence of many repetitive sequences including L1 and Alu elements. L1 and Alu elements are examples of what type of sequence which are mobile genetic elements that are thought to be related to early viruses?,"TRANSPOSONS (ACCEPT: JUMPING GENES, RETROTRANSPOSONS) ",Short Answer,Identify all of the following three statements that are true about the spleen: 1) Most of the bilirubin produced in the body is produced in the spleen; 2) The development of immune cell self-tolerance occurs in the spleen; 3) A common symptom of sickle cell anemia is diminished spleen size.,1 ONLY,NSBA
Biology,Short Answer,"Bioremediation efforts such as farming oyster reefs are meant to help extract excess nitrogen from estuaries in order to recover from what process, which is commonly caused by the runoff of polluting nutrients and often results in harmful algal blooms?",EUTROPHICATION ,Multiple Choice,"Which of the following is NOT true about the neurons in the ventral tegmental area, which is the region of the brain commonly thought to comprise the brain’s reward system? W) The ventral tegmental area is located in the midbrain. X) Nicotine binds acetylcholine receptors to primarily induce serotonin release in these neurons. Y) Drug withdrawal can be modeled by changes in the homeostatic levels of hormones in these neurons. Z) Drugs that inhibit presynaptic reuptake of dopamine in these neurons are classified as stimulants.",X) NICOTINE BINDS ACETYLCHOLINE RECEPTORS TO PRIMARILY,NSBA
Chemistry,Multiple Choice,"When comparing real gases to the ideal predictions, the compression factor is often used, representing the ratio of real molar volume to ideal molar volume. Which of the following best describes how the compression factor of most real gases changes as pressure increases? W) Increases, then decreases X) Decreases, then increases Y) Always increases Z) Always decreases","X) Decreases, then increases",Short Answer,"Glass is typically used for chemistry lab equipment because it is highly resistant to many types of compounds. One exception to this is hydrofluoric acid, primarily because the glass reacts with fluorine anions to form what octahedral polyatomic ion as a product?",Fluorosilicate (ACCEPT: SiF6,NSBA
Earth and Space,Multiple Choice,Which of the following best describes the typical composition of obsidian? W) Felsic X) Andesitic Y) Mafic Z) Ultramafic,W) Felsic ,Multiple Choice,The Lambda-CDM model is only possible if the universe fits which of the following descriptions? W) Homogenous and isotropic X) Homogenous and anisotropic Y) Heterogenous and isotropic Z) Heterogenous and anisotropic,W) Homogenous and isotropic,NSBA
Math,Short Answer,What is the tens digit of 11 to the 42nd power?,2 ,Short Answer,Identify all of the following 3 groups that are simple groups under addition: 1) Z3; 2) Z4; 3) Z.,1 ONLY,NSBA
Physics,Short Answer,How many antinodes appear in the pressure wave of a doubly-open tube resonating at its second harmonic?,2,Multiple Choice,Which of the following models of a solid treats electrons as a gas of classical charged particles constrained to periodic boundary conditions? W) Einstein model X) Debye model Y) Drude model Z) Sommerfield model,Y) DRUDE MODEL,NSBA
Biology,Short Answer,"In yeast, mating-type switching is possible because yeast are known to carry a silenced copy of both mating factors. These extra copies of the mating factor genes are organized in what variety of condensed DNA where transcription is suppressed due to a combination of histone modifications, RNA interference, and other silencing mechanisms?",HETEROCHROMATIN ,Multiple Choice,"In a simplified model of the interactions between a receptor and a ligand, the steady-state equations are analogous to those of Michaelis-Menten kinetics between an enzyme and a substrate. The velocity of reaction in Michaelis-Menten kinetics best corresponds to which of the following quantities? W) The concentration of ligand bound to receptor X) The concentration of ligand bound to receptor over the total concentration of receptor Y) The concentration of free ligand Z) The concentration of free ligand over the total concentration of receptor",W) THE CONCENTRATION OF LIGAND BOUND TO RECEPTOR,NSBA
Chemistry,Short Answer,"Upon extreme heating of potassium nitrate, potassium nitrite is formed along with the release of what compound?",OXYGEN GAS (ACCEPT: O2) ,Short Answer,"Taking aromaticity into account, what is the average bond order between carbon atoms in cyclobutadiene?",5/4,NSBA
Earth and Space,Short Answer,"Lines of algae are sometimes observed on the ocean surface during high winds. These lines are created by what circulation pattern, which involves circular vortices that create alternating regions of upwelling and downwelling?",Langmuir circulation ,Multiple Choice,Which of the following best describes the distribution of asteroids in the asteroid belt? W) Continuous with a peak close to the Sun X) Continuous with a peak further from the Sun Y) Separated into two distinct belts Z) Separated into several distinct belts,Z) Separated into several distinct belts,NSBA
