category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Biology,Short Answer,Identify all of the following 3 plant hormones that are involved with regulation of apical dominance: I) Auxins II) Cytokinins III) Strigolactones ,All,Short Answer,Antidiuretic hormone affects water retention in the kidneys by increasing the amount of aquaporins present in what part of the nephron?,,ESBOT
Chemistry,Short Answer,"What effect, often seen in octahedral complexes, stabilizes nonlinear molecules through geometrical distortion that forces nondegeneracy? ",Jahn-Teller Effect,Short Answer,Identify all of the following 3 changes that would increase the Van't Hoff number of the given compound in aqueous solution: I) Increasing the concentration of acetic acid II) Increasing the temperature of NaOH III) Encouraging dimerization in propanoic acid,,ESBOT
Physics,Short Answer,"Due to the neutrino’s lack of charge and peculiar preference for handedness, it is possible that they are what kind of particle, which is its own antiparticle? ",Majorana Particle,Short Answer,"A coil of wire carrying a current is fixed in a magnetic field parallel to the axis of the coil. Which of the following statements are true of this situation? I) The coil feels a force radially, squeezing it together or pulling it apart. II) An opposing EMF is generated in the wire. III) The coil feels a force parallel to the field.",,ESBOT
Biology,Short Answer,Identify all of the following 3 cells that are haploid: I) Megasporocyte II) Synergid cells III) Antipodal cells ,"II, III",Short Answer,What is the term for the circuit in amphibians that sends blood to both the lungs and the skin at the same time?,,ESBOT
Math,Short Answer,"Green Hope, Panther Creek, and Green Level each scrimmaged each other four times in Science Bowl this year. Enloe played each of those teams twice. How many total games were played among those four teams? ",18,Short Answer,What is the integral from -3π to 4π of ? 2𝑥 − 𝑠𝑖𝑛(𝑥) 𝑑𝑥,,ESBOT
Physics,Short Answer,"In classical mechanics, Lagrangian mechanics can be used to predict how a system will evolve over time. What 2 terms make up the Lagrangian for mechanical systems? ","Kinetic Energy, Potential Energy",Short Answer,"Thanush is messing with Nikhil again, this time trying to freeze him to death. He uses a Carnot refrigerator with a coefficient of performance of 1.5 to cool the room Nikhil is in. If the heat transferred to the hot reservoir is 12 Joules during a cycle, what is the total work transferred into the engine in one cycle?",,ESBOT
Earth and Space,Short Answer,"Brian is observing a binary star system of two stars, A and B. Over a long period of time, Brian can see star A oscillating back and forth over 12 arcseconds in his telescope, and he sees star B oscillating back and forth over 2 arcseconds in his telescope. What is the ratio of the mass of star A to the mass of star B? ",1/6,Short Answer,Order the following 3 Martian surfaces from oldest to youngest: 1) Amazonis Planitia 2) Hesperia Planum 3) Noachis Terra [No-ack-is Tay-ra],,ESBOT
Math,Short Answer,What is the number of 8 inch by 8 inch tiles needed to cover a floor measuring 8 feet by 6 feet? ,108,Short Answer,"Brian has a rod of length 16 meters. He splits the rod into n equal pieces and multiplies the length of each piece together to obtain a new number, k. What value of n should Brian choose so that k is maximized?",,ESBOT
Physics,Short Answer,"In NMR spectroscopy, magnetic nuclei are perturbed out of alignment with a magnetic field and undergo precession as they come back into alignment, emitting radiation in the process. What property of a nucleus explains why it precesses as it realigns with the field? ",Spin (ACCEPT: Angular momentum),Short Answer,"Brian has decided to create a new unit system called the BBB system from the following base units: Bohr radius, BTU, and Boltzmann constant. Identify all of the following 3 quantities that can be represented in the BBB system: I) Temperature II) Time III) Volume",,ESBOT
Biology,Short Answer,"What process, commonly used by environmental scientists in wildlife conservation efforts, uses organisms to add essential materials to a degraded ecosystem? ",Biological Augmentation,Short Answer,Identify all of the following 3 intermediates in the C4 cycle that are a 3 carbon molecule: I) Oxaloacetate II) Malate III) PEP,,ESBOT
Earth and Space,Short Answer,The characteristic absorption line for a type 1a supernova at 615 nanometers is produced by what specific chemical species? ,"Silicon II (DO NOT ACCEPT: Silicon, ACCEPT: Singly ionized silicon, Si+)",Multiple Choice,Which of the following is true of Jupiter's great red spot? W) Its color is derived from hematite X) It is a persistent cyclone Y) It moves westward along the surface of Jupiter Z) It is in Jupiter’s northern hemisphere,,ESBOT
Chemistry,Short Answer,What type of isomerism occurs in two compounds where the atom of a ligand bonded to the central metal atom is different? ,Linkage isomerism,Multiple Choice,"As temperature increases, which of the following best describes how the vapor pressure of a solid changes? W) Linearly X) Quadratically Y) Exponentially Z) Logistically",,ESBOT
Chemistry,Short Answer,Identify all of the following three molecules which are predicted to be paramagnetic by molecular orbital theory. I) N2 2+ ion II) O2 4+ ion III) O2 ,II and III,Short Answer,"Colin is conducting a titration of formic acid using NaOH titrant, but he is all out of indicator solution. He decides to run a conductometric titration to determine the concentration of formic acid. He creates a graph of his data with volume of NaOH added on the horizontal axis and conductivity on the vertical axis. What quantity is represented by the slope of the lines on the graph?",,ESBOT
Energy,Short Answer,"Researchers at Savannah River National Lab are studying batteries. Lead-acid batteries, commonly used in cars, can generate flammable gasses when overcharged. These gasses are most likely generated through the electrolysis of what compound? ",Water,Short Answer,"Scientists at Lawrence Berkeley National Labs are studying quantum computing and how it can be used to speed up computations using number base systems other than binary. Radix economy is a measure used to compare the efficiency of different number bases, and is defined as the base times the number of digits used to express some number in that base. What base has the lowest radix economy for the base 10 number 70?",,ESBOT
Math,Short Answer,How many consecutive zeros appear at the end of 600! [600 factorial]? ,148,Short Answer,"Thanush is back at the gym to work on his bench press. He has an unlimited supply of 8 pound weights, 9 pound weights, and 17 pound weights. If the bar weighs 45 pounds and balancing the bar does not matter, identify all of the following 3 total weights that Thanush can bench using the weights he has: I) 60 pounds II) 75 pounds III) 100 pounds",,ESBOT
Biology,Short Answer,Identify all of the following 3 characteristics which correctly describe siRNA: I) Endogenous II) Single stranded III) Forms the RISC complex ,III only,Short Answer,Identify all of the following 3 statements that are true about the role of hormones in the male reproductive cycle: I) Follicle-stimulating hormone is released by the hypothalamus II) Follicle-stimulating hormone stimulates Sertoli cells to secrete luteinizing hormone III) Luteinizing hormone stimulates Leydig cells to secrete testosterone,,ESBOT
Chemistry,Short Answer,"When conducting IR spectroscopy, order the following 3 resonance modes from lowest to highest wavenumber: 1) Vibrational 2) Translational 3) Rotational ","2, 3, 1",Short Answer,"How many unpaired electrons are in a neutral, ground-state atom of molybdenum?",,ESBOT
Earth and Space,Short Answer,Order the following 3 events from earliest to latest: 1) Electroweak Symmetry Breaking 2) Recombination 3) Inflation ,"3, 1, 2",Multiple Choice,Most larger asteroids have very high rotation rates such that the inertial force is higher than their gravitational acceleration. This suggests which of the following formation origins? W) They are ejecta from planets X) They form from the collisions of multiple smaller asteroids Y) They formed outside the asteroid belt Z) They formed from dust accretion,,ESBOT
Math,Short Answer,"If [1 over log of a plus 1 over log of b equals 1 log(𝑎) + 1 log(𝑏) = 2 2] and log(𝑎) · log(𝑏) = 2 [log of a times log of b equals 2], then what is the value of 𝑎𝑏? ",10000,Short Answer,"Let a, b, and c be the roots of the polynomial . 𝑥 3 − 7𝑥 2 + 12𝑥 + 5 What is ? 1/𝑎 2 + 1/𝑏 2 + 1/𝑐 2",,ESBOT
Energy,Short Answer,"Brian is using machine learning to analyze the effectiveness of different Genshin builds. When building his model, he uses tensors in order to organize and manipulate his data. Covariant and contravariant are terms used to describe the behavior of a tensor under what operation? ",Change of basis (ACCEPT: linear transformation),Short Answer,"Researchers at Fermilab are studying the production of radioisotopes for medical imaging. Technetium-99m was the first artificial radioisotope, and unlike its counterpart Technetium-99, has a shorter half life of roughly a day. What does the m in Technetium-99m stand for?",,ESBOT
Physics,Short Answer,"Despite carrying power, lasers can be used to cool individual atoms or molecules. What is the name for the laser cooling process where laser light slightly below an electron transition frequency is used to induce an electron transition in fast-moving atoms, but not slow ones? ",Doppler cooling,Short Answer,"Kaiwen has built a computer simulator for quantum interactions that relies on Feynman diagrams. If the probability of the simplest electrodynamic interaction is α [alpha], what is the probability for the simplest 2 particle interaction to occur?",,ESBOT
Earth and Space,Short Answer,Antarctic Bottom Water is formed through brine rejection at what areas of ice free ocean surrounded on all sides by contiguous sea ice? ,Polynya,Short Answer,Order the following 3 ocean waves by increasing amplitude: 1) Capillary Waves 2) Rogue Waves 3) Gravity Waves,,ESBOT
Physics,Short Answer,Identify all of the following quantities that would increase the drift velocity of a charged quasiparticle in a metal when increased: I) Effective mass II) Charge III) Electric field ,II and III,Multiple Choice,"Colin is investigating the motion of electrons in condensed matter. He finds that the potential of an electron as a function of position is given by [U of x equals x times sine of the quantity x squared]. How many stable and unstable equilibrium points exist between and ? 𝑥 = 0 𝑥 = 3 W) 1 stable, 1 unstable X) 2 stable, 1 unstable Y) 1 stable, 2 unstable Z) 2 stable, 2 unstable",,ESBOT
Math,Short Answer,"Points , , , and lie on a circle in that order such that , 𝐴 𝐵 𝐶 𝐷 𝐴𝐵 = 10 , and . What is the value of ? 𝐵𝐶 = 5 𝐶𝐷 = 3 𝐷𝐴 = 9 𝐴𝐶 * 𝐵𝐷 ",75,Short Answer,"Emma, Siddharth, Brian, Mr. Oliphant, and Thanush want to sit in a row of 5 chairs. Thanush wants to sit next to Brian, and Emma refuses to sit next to Brian. How many ways are there for the five people to sit such that the conditions are satisfied?",,ESBOT
Earth and Space,Short Answer,Order the following three planets in increasing similarity of bulk composition to the sun: 1) Jupiter 2) Saturn 3) Uranus ,"3, 1, 2",Short Answer,"Alderaan is orbiting its star with an orbital period of 33 weeks. If the star was replaced with the Death Star, which has 1/4 of the mass of the original star, and the orbital radius remained constant, then to the nearest day, what would the new orbital period be?",,ESBOT
Biology,Short Answer,O-linked glycosylation is an important post translational modification. In what cellular organelle does O-linked glycosylation occur? ,"Golgi (ACCEPT: Golgi Apparatus, Golgi Bodies)",Short Answer,Identify all of the following 3 structures that are formed by the metencephalon: I) Medulla Oblongata II) Pons III) Cerebellum,,ESBOT
Chemistry,Short Answer,"How many nodes are present in the HOMO of the conjugated pi system of 1,3,5,7,octa-tetraene [1 3 5 7 octa-tetra-een]? ",4,Short Answer,Order the following 3 thermodynamic potentials from smallest to largest for an arbitrary system: 1) Internal energy 2) Enthalpy 3) Helmholtz free energy,,ESBOT
Math,Short Answer,Andy draws 4 balls with replacement from a bag with balls numbered from 1 to 99. What is the probability that the product of the four integers on the balls is divisible by 3? ,65/81,Multiple Choice,"Sid wants to cut a whole circular pizza using 10 straight cuts. What is the maximum number of slices, not necessarily of the same size, that he can create? W) 45 X) 56 Y) 72 Z) 89",,ESBOT
Physics,Short Answer,What bilinear operation is commonly used to define the inherent uncertainty between two quantum conjugate variables? ,Commutator,Short Answer,A 1 kilogram object is moving along the x axis with its position described by the function . Let K be the kinetic energy of the object. 𝑥(𝑡) = 3𝑡 3 − 4𝑡 + 5 What is the value of dK/dx when ? 𝑡 = 4,,ESBOT
Energy,Short Answer,"Researchers at Lawrence Berkeley National Laboratory are studying the regulation of apoptosis in a developing embryo, specifically, they are investigating the APAF1 protein. This protein combines with cytochrome c to form what complex that activated caspase 9? ",Apoptosome,Short Answer,Researchers at Oak Ridge National Lab are studying ways to increase the efficiency of long-range power transmission. Identify all of the following 3 factors that increase the reactance of long-range power transmission lines: I) Parasitic inductance II) Parasitic capacitance III) Skin effect,,ESBOT
Chemistry,Short Answer,The vibrational temperature of Br2 gas is 463 Kelvin. What is the ratio between the number of degrees of freedom of Br2 gas at 600 Kelvin to the number of degrees of freedom at 100 Kelvin? ,6/5 (ACCEPT: 1.2),Multiple Choice,"When analyzing crystals, their structure is usually described using the type of lattice that their atoms form. Crystals that form a diamond structure can be described as having two FCC lattices superimposed on one another, with one lattice shifted along the space diagonal of the other by what fractional part? W) 1/8 X) 1/4 Y) 1/3 Z) 1/2",,ESBOT
Energy,Short Answer,"Researchers at Fermilab are studying sensors used to detect small changes in magnetic fields. Many highly precise sensors rely on what effect, where a small potential barrier placed between two superconductors causes a continuous quantized current to flow? ",Josephson effect,Multiple Choice,"Colin and Thanush are analyzing mechanical systems using the Legendre [le-zhan-der] transform, which encodes the information contained in a function of q into a new function of q’. This requires that the original function be strictly convex. Which of the following functions is strictly convex? W) x3 - x X) cosh(x) Y) sec(x) Z) [open parenthesis e to the x minus 1 close parentheses squared]",,ESBOT
Biology,Short Answer,Identify all of the following 4 hormones that are considered to have nontropic effects: I) LH II) GH III) FSH IV) MSH ,II and IV,Short Answer,"Identify all of the following 3 statements that are true about lycophytes [like-o-fites] and monilophytes [mon-il-o-fites]: I) Lycophytes are more closely related to seed plants than to monilophytes II) Monilophytes have macrophylls while lycophytes have microphylls III) In lycophytes, roots can branch at any point along an existing root",,ESBOT
Math,Short Answer,"When two rows in a 5 by 5 matrix are swapped and the entire matrix is multiplied by 2, by what factor does the determinant change? ",-32,Short Answer,Triangle ABC has side lengths AB = 11 and BC = 14. Let S be the set of all positive integer values of AC. What fraction of the elements in this set will cause triangle ABC to be acute?,,ESBOT
Physics,Short Answer,"Colin places 2 alarms in his car, one at the front and one at the back. He sets both to go off at exactly the same time and then accelerates to a speed of 0.6c. If his car is 5 meters long, in terms of c, what is the time separation as seen by an external observer between the two alarms going off? ",3/c,Short Answer,"An ideal gas has an initial pressure of 21 Pascals and an initial volume of 3 liters. The volume of the gas is increased isothermally to 8 liters. To one significant figure, how much work is done by the gas during this process?",,ESBOT
Biology,Short Answer,Identify all of the following 4 immunoglobulins that have non-monomeric forms: I) IgA II) IgD III) IgM ,I and III,Multiple Choice,Which of the following steps in the Krebs cycle does not yield an NADH? W) Isocitrate to Alpha Ketoglutarate X) Malate to Oxaloacetate Y) Succinate to Fumarate Z) Alpha Ketoglutarate to Succinyl CoA,,ESBOT
Chemistry,Short Answer,What is the bond order of a bridging B-H bond in diborane? ,1/2,Multiple Choice,"When analyzing crystals, their structure is usually described using the type of lattice that their atoms form. Crystals that form a diamond structure can be described as having two FCC lattices superimposed on one another, with one lattice shifted along the space diagonal of the other by what fractional part? W) 1/8 X) 1/4 Y) 1/3 Z) 1/2",,ESBOT
Earth and Space,Short Answer,Identify all of the following environments in which kyanite would be likely to form from an alumina rich protolith. I) Subduction Zone II) Contact Aureole III) Hydrothermal Vent ,I only,Short Answer,Anhydrite in salt dome deposits reacts with hydrocarbons to form Hydrogen Sulfide and what common mineral?,,ESBOT
Chemistry,Short Answer,Nikhil is trying to form an ether from an alcohol and an alkyl halide. To do this he deprotonates the alcohol with a hydride base. What type of ether synthesis is he performing? ,Williamson,Short Answer,Order the following 3 compounds in order of increasing melting point: 1) Ortho-nitrophenol [ortho nitro-feen-ol] 2) Para-nitrophenol 3) Meta-nitrophenol,,ESBOT
Biology,Short Answer,What gene in plants confers the ability to form mycorrhizal [mi-co-rizz-al] associations? ,sym,Multiple Choice,"Which of the following structures found in the first few centimeters of the duodenum are responsible for the secretion of large amounts of alkaline mucus, especially when stimulated by secretin? W) Paneth cells X) Goblet cells Y) Brunner's glands Z) Crypts of Lieberkuehn [lee-ber-kun]",,ESBOT
Math,Short Answer,"Sukrith has the life goal of memorizing all the square roots. If every year, the number of new square roots he memorizes is equal to twice his age, then at what age will he know 18 times as many square roots as his age? ",17,Multiple Choice,"Using complex analysis, it can be shown that the radius of convergence of a function’s Maclaurin series is the distance from the zero point to the first nonremovable discontinuity in the complex plane. Which of the following functions would have the smallest radius of convergence? W) [e to the negative z over the quantity z squared plus 40] X) [z over the quantity z squared plus z plus 1] Y) [1 over the quantity z plus 8] Z) [sine of z squared]",,ESBOT
Physics,Short Answer,"A lightbulb glows brightly when it is connected across a certain ideal battery. Two more identical bulbs are then connected across the same battery, so that all three bulbs are in parallel. By what factor will the brightness of each of the three bulbs increase compared to the original bulb? ",1,Short Answer,"Kaiwen is repairing a brake system on a car. To prevent overheating of the brake pads, he attaches a heat sink to them with a contact area of 0.05 square meters. If the wheel of the car is spinning at 60 radians per second and the brakes apply a torque of 150 Newton-meters, how much power in Watts must the heat sink absorb to avoid overheating?",,ESBOT
Chemistry,Short Answer,Order the following 3 compounds in order of increasing boiling point: 1) HF 2) H2O 3) NH3 ,"3, 1, 2",Short Answer,What term describes the tendency of a reaction to favor one constitutional isomer over others?,,ESBOT
Chemistry,Short Answer,"Colin, after driving to school on a cold day, gets out of his warm car and turns it off. The air inside the car begins to cool from being in contact with the cold outside air. Identify all of the following 3 statements that are true about the process: I) The entropy of the car’s air increases II) The entropy of the outside air increases III) The entropy of the universe increases ",II and III,Short Answer,"What is the formal charge on the nitrogen atom in nitrile oxide, which has a structural formula CNO?",,ESBOT
Earth and Space,Short Answer,Order the following 4 planets in order of increasing density: 1) Mercury 2) Earth 3) Saturn 4) Neptune ,"3, 4, 1, 2",Short Answer,What is the term that refers to the rotating circumstellar disk of dense gas surrounding a young newly formed star?,,ESBOT
Physics,Short Answer,Identify all of the following 3 forces that are conservative: I) Gravitational force II) Electrostatic force III) Tension ,I and II,Short Answer,Brian places a 8 centimeter tall Genshin Impact figurine 20 centimeters from a lens with a focal length of 5 centimeters. How tall will the image of the figurine appear in centimeters?,,ESBOT
Math,Short Answer,"There are two faucets in the bathroom. One drips every 6 seconds, and the other drips every 13 seconds. If the two faucets just dripped at the same time, how many seconds will pass before they both drip at the same time again? ",78,Short Answer,Kaiwen has 10 nuclear warheads labeled from 1 to 10. How many ways can Kaiwen choose 3 warheads to put on a MIRV such that no two labels of two chosen warheads are consecutive numbers?,,ESBOT
Physics,Short Answer,The fine structure constant is the coupling constant for what fundamental force? ,Electromagnetic Force (ACCEPT: Electromagnetic Interaction),Short Answer,Order the following 3 objects from smallest to largest moment of inertia about their perpendicular central axis: 1) 1 kilogram hoop with radius 2 meters 2) 4 kilogram disk with radius 1 meter 3) 2 kilogram rod with length 3 meters,,ESBOT
Chemistry,Short Answer,"What is the name of a common reagent used to distinguish between aldehydes and ketones, also used for silver mirroring? ",Tollens reagent,Short Answer,Which two decay mechanisms are most likely to occur in nuclei that are neutron deficient?,,ESBOT
Math,Short Answer,What is the sum of the coefficients of the expanded form of [the quantity x plus y to the tenth power]? (𝑥 + 𝑦) 10 ,1024,Short Answer,"Siddharth leaves home to go to school, driving at a constant speed of 60 miles per hour. When he is halfway there, he realizes that he is going to be late and drives the second half at a constant speed of 90 miles per hour. What was his average speed for the entire trip, in miles per hour?",,ESBOT
Energy,Short Answer,Scientists at Sandia National Lab are studying electron transitions in molecules. What process occurs when electrons are energized by incoming light and slowly transition back to the ground state through forbidden transitions? ,Phosphorescence,Short Answer,Scientists at NASA are using the James Webb Space telescope to create more detailed maps of the universe. Identify all of the following 3 methods which can be used to map spiral arms in galaxies: I) O and B associations II) Carbon monoxide absorption lines III) Emission nebulae,,ESBOT
Biology,Short Answer,List the following 3 parts of the heart electric system in order of activation during a regular heartbeat: 1) AV Node 2) Bundle of His 3) SA Node ,"3, 1, 2",Short Answer,Identify all of the following 3 organisms that are triploblastic [trip-lo-blast-ic]: I) Frogs II) Jellyfish III) Sponges,,ESBOT
Physics,Short Answer,Identify all of the following 3 scenarios that would produce an electric field with a nonzero curl: I) A stationary point charge II) A wire with a constant current flowing through it III) A point charge moving with a constant nonzero acceleration ,III only,Short Answer,"Two common units for size measurements are pounds and kilograms, which are related by a numeric factor of approximately 2.2 pounds per kilogram. In SI base units, what must be the units of this numeric factor?",,ESBOT
Earth and Space,Short Answer,What is the name for the valley formed between two horsts? ,Graben,Short Answer,Order the following 3 noble gases in order of increasing abundance in the Earth’s atmosphere: 1) Neon 2) Argon 3) Xenon,,ESBOT
Biology,Short Answer,"According to the ABC hypothesis, identify all of the following 3 genes that are expressed during the development of stamens: I) A II) B III) C ",II and III,Short Answer,Sieve tube elements are known to not have nuclei or any functioning organelles as their primary function is to transport sugars. Sieve tube elements receive resources from what other cells as a result,,ESBOT
Chemistry,Short Answer,"How many radial and angular nodes, respectively, are in a 4p orbital? ","2, 1",Multiple Choice,Serena is trying to make a buffer solution at pH 5.2 using her stock solutions of various bases and their conjugate acids. Which of the following Kb values should she use for her base to make the best buffer solution? W) 3 x 10–12 X) 2 x 10–9 Y) 8 x 10–6 Z) 4 x 10–3,,ESBOT
Earth and Space,Short Answer,Identify all of the following 3 minerals which form primarily by precipitation from a solvent: I) Sulfur II) Gypsum III) Orthoclase ,I and II,Multiple Choice,The late heavy bombardment had which of the following effects on the geologic record from 4 to 3.8 billion years ago? W) It erased the geologic record X) It added increased amounts of carbon to rocks produced Y) It added large amounts of iron to the rocks produced Z) It brought evidence of large scale shock metamorphism,,ESBOT
Chemistry,Short Answer,Order the following 3 types of intermolecular forces from weakest to strongest: 1) Ion - induced dipole 2) Dipole - induced dipole 3) Dipole - dipole ,"2, 1, 3",Short Answer,"The standard reduction potentials of Cr3+ and Cr2+ are –0.74 and –0.9, respectively. What is the standard reduction potential of the reaction Cr2+ yields Cr3+ + e–?",,ESBOT
Math,Short Answer,How many lattice points does the equation pass 𝑥 2 + 𝑦 2 = 169 through? ,12,Short Answer,"A triangle is formed by connecting the points (0, 0), (3, 4), and (2, -1). Rounded to the nearest tenth, what is the area of this triangle?",,ESBOT
Earth and Space,Short Answer,Along what track would a star of 2 solar masses evolve towards the main sequence? ,Hayashi track (ACCEPT: Henyey track),Short Answer,Order the following three objects from least to greatest abundance in the universe: 1) Active Galactic Nuclei 2) Blazar 3) Quasar,,ESBOT
Math,Short Answer,The function with has at least one real 𝑓(𝑥) = 𝑎𝑥 2 + 𝑏𝑥 + 𝑐 𝑏 ≠ 0 root for all values of . What is the value of ? 𝑐 𝑎 ,0,Short Answer,What is the integral from 0 to of minus the floor of ? 16/3 𝑥 𝑥 𝑑𝑥,,ESBOT
Chemistry,Short Answer,How many sigma and pi bonds exist in one molecule of S8? ,"8, 0",Short Answer,Identify all of the following crystal structures which have a coordination number of 12: I) HCP II) FCC III) BCC IV) Simple cubic,,ESBOT
Chemistry,Short Answer,Identify all of the following 3 traits that would increase the acidity of an organic hydrogen atom: I) C-H bond with high S character II) Resonance in the acid molecule III) Halogenation of the primary carbon ,"I, II, III",Short Answer,Order the following 3 ions in terms of increasing size: 1) H– 2) F– 3) Cl–,,ESBOT
Earth and Space,Short Answer,Order the following 3 earthquake waves in order of increasing amplitude: 1) Love waves 2) P waves 3) S waves ,"2, 3, 1",Short Answer,Order the following 4 extrusive igneous rocks by increasing density: 1) Pumice 2) Obsidian 3) Scoria 4) Tachylite,,ESBOT
Energy,Short Answer,"Researchers at Argonne National Lab are researching ways to make paper recycling more energy efficient. One of the first steps of paper recycling is chemical pulping, where basic solvents are used to cleave the bonds between what two carbohydrate polymers? ",Lignin and cellulose,Multiple Choice,"Researchers at Pacific Northwest National Lab are studying ways to improve the efficiency of electroplating processes. After electroplating, extra metal in solution is often precipitated out to be reused in later batches. Which of the following solutes would be best to precipitate silver ions out of solution? W) Ba(NO3)2 X) Al2(SO4)3 Y) NH4F Z) CrBr2",,ESBOT
Earth and Space,Short Answer,Radio emission from active galactic nuclei results from what parts of the celestial object? ,Jets,Short Answer,Identify all of the following 3 statements that are true of quasars: I) They only formed in the early universe II) Quasars are a type of Seyfert galaxy III) Quasars contain a Black hole at their center,,ESBOT
Math,Short Answer,Point C is chosen at random on a square table with side length 8 feet. Point C will then become the center of a circle with radius 1.5 feet. What is the probability that the circle is entirely on the table and no part of the circle is hanging over any edge? ,25/64,Multiple Choice,"Given that March 26, 2023 falls on a Sunday, what day of the week does March 26, 2050 fall on? W) Monday X) Wednesday Y) Friday Z) Saturday",,ESBOT
Physics,Short Answer,Identify all of the following 3 changes that would increase the spacing between fringes projected on a wall by passing light through a double slit: I) Increase slit spacing II) Increase wavelength of light III) Increase distance to wall ,II and III,Multiple Choice,"A newly discovered planet is found in the solar system. If the orbital period of the planet is 10 Earth years, then in astronomical units, what is the length of its major axis? W) 2.4 X) 9.3 Y) 20.0 Z) 31.6",,ESBOT
Biology,Short Answer,"A man with red-green colorblindness marries a woman who is a carrier for red-green colorblindness. If they have a son and a daughter, what is the probability that the son has red-green colorblindness but the daughter does not? ",0.25 (ACCEPT: 1/4),Short Answer,Identify all of the following 3 immune cells which can function as antigen-presenting cells to activate Helper T cells: I) Neutrophils II) Mast cells III) Dendritic cells,,ESBOT
Energy,Short Answer,"Scientists at the Center for Applied Geosciences are studying the role of bacteria in the formation of paleoclimate records. What patterns in marine sedimentary rock, indicative of oxygenation, have alternating layers of iron oxide and chert? ",Banded iron formations,Short Answer,"Scientists at Fermilab are working on the development of particle detectors. What type of particle detector, which was used in the discovery of the positron, uses a supersaturated vapor to create a track around the path of a particle moving through it?",,ESBOT
Physics,Short Answer,A wire with a 2 centimeter radius has some uniform current density J. The magnetic field at a distance of 1 centimeter from the center of the wire has a magnitude of 2 milliteslas. What is the magnetic field in milliteslas at a distance of 3 centimeters from the center of the wire? ,8/3,Short Answer,"Stefan-Boltzmann’s Law states that [L equals A times 𝐿 = 𝐴σ𝑇 4 sigma times T to the fourth], where is the Stefan-Boltzmann constant and is an area. If is σ 𝐴 𝐿 a value in watts, then what are the base SI units for ? σ",,ESBOT
Chemistry,Short Answer,A certain diatomic compound has 5 electrons in bonding orbitals and 2 electrons in antibonding orbitals. What is the bond order of this compound? ,1.5,Short Answer,"Cisplatin is a common cancer treatment compound that must be activated by reacting with water molecules before it can act on DNA. The reaction between cisplatin and water is first-order in cisplatin concentration. If 0.2 Molar cisplatin begins reacting at a rate of 0.14 Molar per second, what is the half-life of this reaction in seconds to one significant figure?",,ESBOT
Chemistry,Short Answer,What is the general term for intermolecular forces which have potentials that vary with intermolecular distance to the negative sixth power? ,Van Der Waals forces (ACCEPT: London Dispersion Forces),Multiple Choice,Which of the following types of groups does not exist for an electrophilic aromatic substitution? W) Activating ortho-para director X) Deactivating ortho-para director Y) Activating meta director Z) Deactivating meta director,,ESBOT
Earth and Space,Short Answer,Order the following 3 fundamental forces from earliest to latest occurrence in the universe: 1) Weak 2) Strong 3) Gravity ,"3, 2, 1",Short Answer,"Rishabh looks at the sky in the morning 1 hour before sunrise, and he sees the moon rising in the east. What is the phase of the moon?",,ESBOT
Biology,Short Answer,The glyoxylate cycle is a variation of what other metabolic cycle? ,"Krebs Cycle (ACCEPT: Citric Acid Cycle, Tricarboxylic Acid Cycle, or TCA
Cycle)",Short Answer,Order the following 3 hormones in order of secretion: 1) T3 2) TSH 3) TRH,,ESBOT
Physics,Short Answer,"In superconductors, Cooper pairs are pairs of electrons bound together at low temperatures. Cooper pairs arise from the interaction of electrons with what quasiparticle, which represents the collective movement of the metal ion lattice? ",Phonon,Short Answer,"How many nodes and antinodes, respectively, are on the pressure wave produced by a 2 meter tube with one end closed that is resonating with a wavelength of 1.6 meters?",,ESBOT
Chemistry,Short Answer,Order the following 4 elements in order of increasing first ionization energy: 1) Oxygen 2) Fluorine 3) Neon 4) Sodium ,"4, 1, 2, 3",Multiple Choice,"Assuming that the ligands of a square planar compound lie in the xy plane, which of the following d orbitals would have the highest energy? W) dxy [d x y] X) dxz [d x z] Y) dz 2 [d z squared] Z) dx 2 - y 2 [d x squared minus y squared]",,ESBOT
Physics,Short Answer,"If the electric field at a distance of 1 meter from an infinite charged sheet is 3 Volts per meter, by what factor will the electric field change if measured at a distance of 3 meters? ",1,Multiple Choice,"Andy completely submerges a block of ice in a glass of water. He observes the height of the water in the glass. Then, he microwaves the glass, causing the ice to melt into water. Assuming evaporation is negligible, which of the following statements is accurate afterwards? W) The height of the water increases and the temperature of the water increases X) The height of the water increases and the temperature of the water decreases Y) The height of the water decreases and the temperature of the water increases Z) The height of the water decreases and the temperature of the water decreases",,ESBOT
Energy,Short Answer,Researchers at Savannah River National Lab are studying the effects that excess chlorine can have on water health. Order the following 3 chlorine species from least acidic to most acidic: 1) HClO3 2) HCl 3) ClO4 - ,"3, 1, 2",Short Answer,"PCR is a very widely-used laboratory technique that uses the mechanisms of DNA transcription to amplify and clone selected DNA segments. However, human DNA polymerase cannot be used in this process due to its lack of heat-resistance. What DNA polymerase is used instead?",,ESBOT
Chemistry,Short Answer,"If the ionization energy of H– is 74 kilojoules per mol and the electron affinity of H+ is 1310 kilojoules per mol, what is the enthalpy change in kilojoules when one mole of H+ is turned into H–? ",-1384,Short Answer,What period 4 element would have the highest ratio between its second ionization energy and its first ionization energy?,,ESBOT
