category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
ASTRONOMY,Short Answer,Penzias and Wilson made what famous discovery which supported the idea that the universe was created by a big Bang.,background radiation resulting from the big bang,Multiple Choice,Which of the following stars is in the constellation Taurus?       W)  Pledies          X)  Arcturus          Y)  M24B Z)  Aldeberan,Z,SciBowlDB
ASTRONOMY,Multiple Choice,"At about 10 PM in late summer of 2006, an observer at about 35 degrees north latitude would most likely see the stars Altair, Deneb and Vega in which of the following places in the sky:        W) low in the east         X) low in the west         Y) about half way up in the northern sky         Z) almost directly overhead",Z) almost directly overhead,Multiple Choice,Cepheid variables are a large and important group of:        W) yellow giants and super giants         X) red giants         Y) blue giants         Z) pulsating quasars,W) yellow giants and super giants,SciBowlDB
ASTRONOMY,Multiple Choice,Which of the following is the BEST description of our Sun:        W) a cool large star similar to Proxima Centauri         X) a small-sized star about 6 billion years old         Y) a mid-sized yellow dwarf star         Z) a large-sized red giant about 4.7 billion years old,Y) a mid-sized yellow dwarf star,Multiple Choice,Which of the following constellations can be seen highest in the November sky of the northern hemisphere?        W) Orion         X) Cassiopeia         Y) Mensa         Z) Cancer,X) Cassiopeia,SciBowlDB
ASTRONOMY,Short Answer,"Rounded to the first decimal place, how many synodic months are in an accurate calendar year if a tropical year is 365.2 days?",12.4,Multiple Choice,The angular distance of a star east of the Prime Meridian is most commonly referred to as the star’s:        W) deviation         X) gnomon angle         Y) zenith point         Z) right ascension,Z) right ascension,SciBowlDB
ASTRONOMY,Short Answer,How many sidereal minutes are in 4 sidereal hours?,240,Multiple Choice,Which of the following is the BEST explanation for why the Northern Hemisphere’s summer occurs when the Sun is not the closest to Earth in Earth’s orbit around the Sun:        W) Sun’s rays are made of mostly neutrinos that have such small mass that distance does not matter         X) the Sun emits different amounts of energy at different times of the year         Y) the Sun’s rays strike the Northern Hemisphere more directly in summer         Z) because of precession,Y) the Sun’s rays strike the Northern Hemisphere more directly in summer,SciBowlDB
ASTRONOMY,Short Answer,Which 2 of the following 4 factors most directly determine the apparent visual magnitude of a star: distance from Earth; intrinsic brightness; color; age,Distance From Earth; Intrinsic Brightness,Short Answer,What basic force of the universe is most responsible for holding the planets of our solar system in their orbits?,Gravity,SciBowlDB
ASTRONOMY,Short Answer,What is the astronomical term for a planet’s orbital point that is closest to the Sun?,Perihelion,Short Answer,The stars Merak and Dubhe in the bowl of the big dipper are most commonly used to locate what star?,Polaris (Accept: Pole Star; North Star; Alpha Ursa Minoris),SciBowlDB
ASTRONOMY,Multiple Choice,Our Sun is a:        W) A-type star         X) B-type star         Y) G-type star         Z) K-type star,Y) G-type star,Short Answer,What is the most common astronomical term for the geometrical configuration where Venus is between the Earth and the Sun?,Inferior conjunction,SciBowlDB
ASTRONOMY,Short Answer,"In astronomical units to the first decimal place, what is the Chandrasekhar Limit?",1.4,Multiple Choice,"Because of precession, the celestial pole traces out a complete circle on the sky about every:        W) 26,000 years         X) 12,000 years         Y) 6,000 years         Z) 600 years","W) 26,000 years",SciBowlDB
ASTRONOMY,Short Answer,"In a Newtonian telescope, how many degrees is the secondary mirror tilted in reference to the primary?",45,Short Answer,"If a planet had an orbital period of 11.2 years, what is the length of its orbital semi-major axis, in astronomical units rounded to the nearest whole number?",5,SciBowlDB
ASTRONOMY,Short Answer,What scientific term is given to the apparent path of the Sun around the celestial sphere?,The ecliptic,Multiple Choice,Which of the following is NOT true of Kepler’s works in astronomy:        W) Kepler gathered most of his data from his monitoring of the planets with a quadrant         X) Kepler very seldom observed the planets and looked through a telescope only a few times in his         Y) many of Kepler’s computations were based on data gathered by Tycho Brahe         Z) Kepler assumed planetary motion was not circular,W) Kepler gathered most of his data from his monitoring of the planets with a quadrant,SciBowlDB
ASTRONOMY,Multiple Choice,Which one of the following moon features is named Copernicus? Isit a:       W) sea         X) crater         Y) mountain range         Z) rill,X) crater,Multiple Choice,"The BEST explanation of why population I (read as: one) stars have a higher proportion of elements heavier than helium than population II ( read as: two) stars, is because Population I stars are:       W) younger than population II stars          X) older than population II stars          Y) usually closer to planetary nebula than population II stars          Z) often found near H-I (read as: H, one) regions",W) younger than population II stars,SciBowlDB
ASTRONOMY,Multiple Choice,"Of the following phases of the moon, which is the one at which a spring tide occurs? Is it       W) new         X) new gibbous         Y) first quarter         Z) new crescent",W) new,Short Answer,What belts are composed of charged particles surrounding the Earth?,van allen belts,SciBowlDB
ASTRONOMY,Multiple Choice,The precession of the Earth refers to the:       W) change from night to day.         X) Earth&#39;s motion around the sun.         Y) change in orientation of the Earth&#39;s axis.         Z) effect of the moon on the Earth&#39;s orbit.,Y) change in orientation of the Earth&#39;s axis.,Multiple Choice,The universe is estimated to be between ten and twenty billion years old. This estimate is based on the value of which constant?       W) The mass of the Earth         X) The speed of light         Y) The Hubble Constant         Z) The mass of the electron,Y) The Hubble Constant,SciBowlDB
ASTRONOMY,Short Answer,Which JOVIAN planet rotates slower than the earth?,none,Multiple Choice,The annual Perseid meteor shower is associated with       W) a swarm of dust from the comet Swift-Tuttle.         X)  the annual return of periodic comet Enke [pronounce N-kee].         Y)  debris from the collisions of meteors with the moon.         Z)  gravitational perturbation of asteroid fragments by the planet Jupiter.,W) a swarm of dust from the comet Swift-Tuttle.,SciBowlDB
ASTRONOMY,Multiple Choice,A total solar eclipse is likely when       W)  Full moon occurs at descending node.          X)  New moon occurs at ascending node.          Y)  New moon occurs at apogee.          Z)  New moon occurs at perigee.,X)  New moon occurs at ascending node.,Multiple Choice,Name the planet that has the greatest number of known moons:       W) Earth         X) Saturn         Y) Jupiter         Z) Mars,X) Saturn,SciBowlDB
ASTRONOMY,Multiple Choice,"On the celestial sphere, the annual path of the Sun is called       W) the eclipse path.         X) ecliptic.         Y) diurnal.         Z) solstice.",X) ecliptic.,Short Answer,What is the type of reflecting telescope in which the light focused by the primary mirror is intercepted short of focal point and refocused by a secondary mirror througha hole in the center of the primary mirror?,cassegrain or cassegrainian,SciBowlDB
ASTRONOMY,Multiple Choice,"According to Kepler&#39;s Laws, the cube of the mean distance of a planet from the sun is proportional to the:       W) area that is swept out         X) cube of the period         Y) square of the period         Z) fourth power of the mean distance",Y) square of the period,Short Answer,Who was the first individual to observe the phases of Venus? He observed Venus&amp;#39; phases with a telescope that he had built.,galileo,SciBowlDB
ASTRONOMY,Multiple Choice,For what reason was the Schmidt telescope specially built? Was it to serve as:       W) a sky camera         X) a radio telescope         Y) an optical telescope         Z) a solar telescope,W) a sky camera,Multiple Choice,What is the most distant object in the sky that the human eye can see without optical instruments?       W) The Horsehead Nebula         X) The Andromeda Galaxy         Y) The Sagittarius Constellation         Z) The Aurora Borealis,X) The Andromeda Galaxy,SciBowlDB
ASTRONOMY,Multiple Choice,New evidence suggests that the remnant of a star that became a Supernova is usually       W) a White Dwarf         X) a neutron star         Y) a Black Hole         Z) a Quasar,X) a neutron star,Multiple Choice,Which of the following is true for ORION? Orion is:       W) the brightest star in the sky         X) a constellation         Y) the name given to a NASA spacecraft         Z) an asteroid,X) a constellation,SciBowlDB
ASTRONOMY,Multiple Choice,The end of the main sequence life of a star like our Sun occurs when       W)  the proton-proton cycle for hydrogen fusion is replaced by the carbon cycle.          X)  90% of the star’s hydrogen is fused into helium.          Y)  the core of the star contracts to form an electron degenerate gas.          Z)  the fusion of hydrogen into helium stops in the core of the star.,Z)  the fusion of hydrogen into helium stops in the core of the star.,Multiple Choice,Which of the following statements is LEAST accurate:       W) solar eclipses are less common than lunar eclipses          X) stars that begin their lives with greater mass have longer life-spans          Y) stars in the same constellation are not necessarily at the same distance from Earth          Z) M-31 is a galaxy,X) stars that begin their lives with greater mass have longer life-spans,SciBowlDB
ASTRONOMY,Multiple Choice,"From mid-northern latitudes, during which of the following months would the constellation Orion be most prominent in the southern sky at about 10 PM:         W) April         X) July         Y) August         Z) December",Z) December,Short Answer,"When a one solar mass star becomes a red giant for the first time, its energy comes mainly from the fusion of helium forming into what final element?",Carbon,SciBowlDB
ASTRONOMY,Multiple Choice,Refracting telescopes always contain which of the following:        W) mirrors         X) lenses         Y) television systems         Z) film,X) lenses,Short Answer,What terrestrial planet has the longest sidereal period?,Mars,SciBowlDB
ASTRONOMY,Short Answer,What is the most common astronomical term for the interval of time between two successive passages of the Sun through the vernal equinox?,Tropical year (accept: solar year),Multiple Choice,The Wilkinson Microwave Anisotropy Probe was specifically designed to:        W) map all matter in the universe down to a resolution of 1 arc second         X) map the cosmic background radiation to much greater accuracy and precision than previous         Y) map the size and locations of the Local Group         Z) map the exact location of the active galactic center of the Milky Way,X) map the cosmic background radiation to much greater accuracy and precision than previous,SciBowlDB
ASTRONOMY,Short Answer,In what phase does the planet Venus appear during superior conjunction?,Full,Short Answer,What 3 elements are most prominent in the carbon fusion cycle?,Carbon; Nitrogen; Oxygen,SciBowlDB
ASTRONOMY,Short Answer,"Of the following 5 planets, name all that can be in opposition to the Sun: Venus, Saturn, Mercury, Mars, Jupiter","Saturn, Mars, And Jupiter (Accept In Any Order)",Multiple Choice,"ultiple choice In the second step of the proton-proton chain, which of the following occurs:        W) a proton combines with deuterium to produce helium-3 and a gamma ray is emitted         X) a neutron combines with deuterium to produce helium-3 and a neutrino is emitted         Y) a proton combines with deuterium to produce helium-3 and a neutrino ray is emitted         Z) a neutron combines with deuterium to produce helium-2 and a positron is emitted",W) a proton combines with deuterium to produce helium-3 and a gamma ray is emitted,SciBowlDB
ASTRONOMY,Multiple Choice,Which of the following is the most common location of young blue and white stars in a spiral galaxy:         W) halo         X) spiral arms         Y) nucleus         Z) throughout the entire galaxy,X) spiral arms,Short Answer,"If a star has a surface temperature of 3,000 degrees kelvin, a core temperature of 100 million Kelvin, and a luminosity of 2,000-times our Sun, choosing from upperright, upper left, lower left, and lower right, where on an H-R diagram would it most likely befound?",Upper Right,SciBowlDB
ASTRONOMY,Short Answer,What is the most common term for the celestial phenomenon that causes a comet&#39;s tail in our solar system to point away from the Sun?,The solar wind,Short Answer,"If a stargazer in Vermont during the midnight April sky follows the pointer stars of the Big Dipper about 35º in the opposite direction of Polaris, which one of thefollowing 5 constellations will she most likely encounter: Bootes; Libra; Canus Major; Leo;Lepus",Leo,SciBowlDB
ASTRONOMY,Short Answer,"Which of the Galilean moons orbiting Jupiter is the most geologically active object in the entire solar system, commonly referred to as the ""pizza moon,"" and has the longest diameter of 3,630 kilometers?",Io,Multiple Choice,"Crux, Ara, Reticulum, and Tucana are all best known as:        W) craters on the moon         X) canals on mars         Y) constellations         Z) maria on the moon",Y) constellations,SciBowlDB
ASTRONOMY,Short Answer,Through how many degrees does the Earth rotate in 8 hours?,120,Short Answer,"Adastea, Amalthea and Callisto are moons of what planet?",Jupiter,SciBowlDB
ASTRONOMY,Short Answer,"For someone standing at 22° North latitude, how many degrees above the horizon will the north celestial pole be?",22,Multiple Choice,Which of the following is NOT true:        W) the rotation of the Sun’s surface is faster at the equator than at the poles         X) the apparent magnitude of an RR Lyrae depends most on its distance from the Earth         Y) Venus appears its largest to nighttime observers when it is in its full phase         Z) a star’s light curve typically plots brightness verses time,Y) Venus appears its largest to nighttime observers when it is in its full phase,SciBowlDB
ASTRONOMY,Short Answer,True-False: The moon is denser than the earth.,FALSE,Multiple Choice,What does it mean when someone says that comets have eccentric orbits? Does it mean       W) they have open orbits         X) they have nearly circular orbits         Y) their orbits are unpredictable         Z) the sun is far from the foci of their orbits,Z) the sun is far from the foci of their orbits,SciBowlDB
ASTRONOMY,Multiple Choice,Identify the ripples in the overall geometry of space produced by the acceleration of moving objects       W) Doppler effect         X) granulation         Y) gravitational waves         Z) elongation,Y) gravitational waves,Multiple Choice,"A Galactic year is the length of time that it takes our sun to orbit the galaxy. In Earth years, how long is a Galactic year?       W) 100 million years         X) 230 million years         Y) 620 million years         Z) 940 million years",X) 230 million years,SciBowlDB
ASTRONOMY,Short Answer,"I am a type of star with a relatively low effective temperature (3,000 to4,000 Kelvins), and have a large radius-about 100 times that of the Sun. What am I?",red giant,Multiple Choice,"Io, Europa, Ganymede and Callisto are satellites of what planet?       W) Jupiter         X) Saturn         Y) Neptune         Z) Uranus",W) Jupiter,SciBowlDB
ASTRONOMY,Short Answer,The decreasing pitch of the siren of a receding locomotive has whatanalog in astronomy?,red shift,Multiple Choice,The reason we call an astronomical body a black hole is that       W) it is a huge star which appears black at its center         X) its gravity is so high that it absorbs its own photons         Y) it represents lack of matter in a portion of space         Z) it is a dead planet,X) its gravity is so high that it absorbs its own photons,SciBowlDB
ASTRONOMY,Multiple Choice,Which of the following best describes the hydrogen spectral line strength for an A-type star of about 3 solar masses:       W) missing         X) weak         Y) medium         Z) strong,Z) strong,Multiple Choice,Which of the following men wrote the book On the Revolutions of the Heavenly Spheres?       W) Kepler         X) Euclid         Y) Copernicus         Z) Newton,Y) Copernicus,SciBowlDB
ASTRONOMY,Short Answer,"Name the northern latitude constellation that is easily recognized by 5bright stars forming an irregular &amp;quot;W&amp;quot;, some observers seeing not only a  W) but also a chair. Oneof the brightest novae on record appeared in this constellation in 1572.",cassiopeia (pron: cass-e-o-pe-yw),Multiple Choice,A coordinate system based on the ecliptic system is especially useful for the studies of       W) planets         X) stars         Y) the Milky Way         Z) galaxies,W) planets,SciBowlDB
ASTRONOMY,Multiple Choice,The early trouble experienced with the Hubble Space Telescope dealt with       W) its launch into space         X) its deployment in space         Y) a mistake made when the mirror was shaped         Z) its position in the space shuttle,Y) a mistake made when the mirror was shaped,Multiple Choice,"Who first used Tycho Brahe&amp;#39;s observational data on the planet Mars to determine that Mars actually traversed an elliptical orbit, the sun being located at one of the foci?       W) Kepler         X) Galileo         Y) Hipparchus         Z) Aristarchus",W) Kepler,SciBowlDB
ASTRONOMY,Multiple Choice,Globular clusters in our galaxy are primarily found:       W) in the spiral arms         X) distributed throughout the disk including regions between the spiral arms         Y) in the bulge at the center of our galaxy         Z) in the halo of our galaxy,Z) in the halo of our galaxy,Multiple Choice,"As a star like our Sun ages it passes through distinct stages, in this order       W) Planetary Nebula, Main Sequence, White dwarf         X) Planetary Nebula, White Dwarf, Red Giant         Y) Main Sequence, Red Giant, White Dwarf         Z) Main Sequence, Red Giant, Supernova","Y) Main Sequence, Red Giant, White Dwarf",SciBowlDB
ASTRONOMY,Multiple Choice,Which of the following is NOT true:       W) the core of a red supergiant is hotter than the core of a main sequence K-type star         X) helium flash is something that occurs in red giant stars         Y) the Pleiades is an open star cluster         Z) there is more lithium than carbon in the universe,Z) there is more lithium than carbon in the universe,Multiple Choice,What type of visible star is the coolest?       W) O         X) A         Y) G         Z) M,Z) M,SciBowlDB
ASTRONOMY,Short Answer,This is a question for you budding young astronomers. What is the sidereal period of the moon?,27 and 1/3 days,Multiple Choice,How were the rings of the planet Uranus discovered:       W) astronomers in 1977 noticed stars were occulted by Uranus before the planet passed in front of them and reappeared afterwards         X) the Magellan 1 space probe took pictures of them         Y) the Hubble space telescope detected them with its infrared detector         Z) the rings are made of gases with certain signatures revealed in absorption spectra,W) astronomers in 1977 noticed stars were occulted by Uranus before the planet passed in front of them and reappeared afterwards,SciBowlDB
ASTRONOMY,Short Answer,What is the most common term for the apparent dividing line between night and day on the Moon?,Terminator,Short Answer,What is the declination of the north celestial pole?,90 (Accept: +90),SciBowlDB
ASTRONOMY,Short Answer,"Containing roughly ten times more gas than Earth’s, why does Titan’s atmosphere extend some ten times farther into space than does our own?",Weaker Gravitational Pull (Accept: Smaller Mass),Multiple Choice,Which of the following distance-measuring techniques measures the farthest:        W) radar ranging         X) stellar parallax         Y) variable stars         Z) standard candle/Tully-Fisher relation,Z) standard candle/Tully-Fisher relation,SciBowlDB
ASTRONOMY,Short Answer,The Tharsis bulge is the major geological feature of what planet?,Mars,Multiple Choice,"ultiple choice According to the location in the H-R diagram, which of the following stars has the highest absolute visual magnitude and is also the hottest:        W) one located in the upper left of the diagram         X) one located in the upper right of the diagram         Y) one located in the lower left of the diagram         Z) one located in the lower right of the diagram",W) one located in the upper left of the diagram,SciBowlDB
ASTRONOMY,Multiple Choice,During which of the following orbital arrangements can a transit occur for the planet Venus:         W) opposition         X) greatest eastern elongation         Y) superior conjunction         Z) inferior conjunction,Z) inferior conjunction,Short Answer,"In North America, what is typically the most spectacular meteor shower in the month of August?",Perseids,SciBowlDB
ASTRONOMY,Short Answer,Which of the terrestrial planets has the lowest albedo?,Mercury,Short Answer,"What are probably the only particles emitted by stellar cores without being influenced appreciably by the outermost layers of the stars, and are detected by aninstrument in the Homestake gold mine?",Neutrinos,SciBowlDB
ASTRONOMY,Multiple Choice,"Which of the following sets of constellations would be found nearest the ecliptic to an observer in mid-northern latitudes:        W) Leo, Virgo, and Scorpius         X) Pisces, Aries, and Draco         Y) Cancer, Gemini, and Cassiopeia         Z) Taurus, Ursa Minor, and Pisces","W) Leo, Virgo, and Scorpius",Short Answer,Name all of the following 4 objects that would NOT be found on Earth: meteors; craters; asteroid impact remnants; bolides,Meteors; bolides,SciBowlDB
ASTRONOMY,Multiple Choice,Which of the following will MOST likely occur if the Earth crosses the orbit of a comet:        W) a meteor shower could be seen from Earth         X) an asteroid will likely strike the Earth         Y) red sprites and bolides will be seen both day and night         Z) the Earth would temporarily lose its Van Allen belts,W) a meteor shower could be seen from Earth,Multiple Choice,In what area of the sky would the planet Venus be MOST likely to be seen a few hours after sunset from mid-northern latitudes:        W) low in the western sky         X) high in the southern sky         Y) directly overhead         Z) high in the northern sky,W) low in the western sky,SciBowlDB
ASTRONOMY,Short Answer,"What is the name for the measure of memory or storage capacity that is equal to 2 to the 40th power bytes or, in decimal, approximately a thousandgigabytes?",Terabyte,Multiple Choice,Which of the following is LEAST accurate:        W) recent evidence suggests a subsurface salty ocean is present on the Moon Europa         X) spiral galaxies are actively forming stars         Y) Earth’s aphelion occurs on the summer solstice         Z) Julian days are often used as the time reference on light curves of stars,Y) Earth’s aphelion occurs on the summer solstice,SciBowlDB
ASTRONOMY,Short Answer,How many times as great will light-gathering power of a reflector telescope be if the radius of its primary mirror is doubled?,4,Multiple Choice,Which of the following BEST describes the position of the first quarter Moon to an observer in northern mid-latitudes on a clear summer night just after sunset:        W) rising in the east         X) setting in the west         Y) high in the south         Z) unable to be seen,Y) high in the south,SciBowlDB
ASTRONOMY,Short Answer,"If a new Moon occurs on May 5th at 8:20 AM eastern daylight time, on what day will the full Moon occur that month?",19th,Short Answer,What is the name for a lunar ditch where molten lava once flowed?,Volcanic Rille,SciBowlDB
ASTRONOMY,Multiple Choice,The age of the Universe in billions of years is approximately       W) 500         X) 3.5         Y) 14         Z) 1000,Y) 14,Multiple Choice,Ishtar Terra and Aphrodite Terra are the two &quot;continents&quot; of        W) Venus         X) Mars          Y) Saturn         Z) Mercury,W) Venus,SciBowlDB
ASTRONOMY,Multiple Choice,"Who last set foot on the moon, and when did this occur?       W) Harrison Schmitt, December 14th, 1972         X) Edgar Mitchell, February 5th, 1971         Y) John Young, April 21st, 1972         Z) David Scott, July 30th, 1971","W) Harrison Schmitt, December 14th, 1972",Multiple Choice,Which of these is not an important way in which the lunar maria differ from the highlands.       W) The maria are younger         X) The maria are lighter in color         Y) The maria are denser         Z) The maria are less heavely cratered,X) The maria are lighter in color,SciBowlDB
ASTRONOMY,Multiple Choice,The radius of Earth was first measured by...       W) Eratosthenes         X) Galileo         Y) Anaxagoras          Z) Archimedes,W) Eratosthenes,Multiple Choice,The Sun is approximately how far away?       W) 120 million miles away         X) 93 million miles away         Y) 42 million miles away         Z) 150 million miles away,X) 93 million miles away,SciBowlDB
ASTRONOMY,Multiple Choice,"If we look at a galaxy that is moving AWA Y) from us, we find that the wavelengths of light coming from this galaxy are:       W) lengthened         X) shortened         Y) unchanged         Z) no choice",W) lengthened,Multiple Choice,A pulsar is actually a:       W) black hole         X) white dwarf         Y) red giant         Z) neutron star,Z) neutron star,SciBowlDB
ASTRONOMY,Multiple Choice,The gravity on the moon is what fraction of the gravity on the earth?       W) 1/3         X) 2/3         Y) 1/6         Z) 1/10,Y) 1/6,Multiple Choice,"When originally discovered, how were planets such as Pluto distinguished from the multitude of stars in the sky?       W) The planets appear to be bigger than stars         X) The planets are brighter than most stars         Y) The planets move relative to the stars         Z) The planets are close to the ecliptic",Y) The planets move relative to the stars,SciBowlDB
ASTRONOMY,Short Answer,What is the star nearest to the sun?,alpha centauri or proxima centauri,Multiple Choice,Most of the galaxies in the universe are classified as which of the following:       W) spiral          X) elliptical          Y) irregular          Z) dwarf,Z) dwarf,SciBowlDB
ASTRONOMY,Multiple Choice,Which star is the next nearest neighbor to the Sun beyond the Alpha Centauri system having the largest known proper motion of any star:       W) Wolf 359          X) Sirius          Y) Barnard’s Star          Z) 61 Cygni,Y) Barnard’s Star,Multiple Choice,What makes Sirius the brightest star in the night sky?       W) apparent magnitude         X) parallax         Y) color         Z) absolute magnitude,W) apparent magnitude,SciBowlDB
ASTRONOMY,Multiple Choice,Which of the following has the greatest density?       W) the sun         X) Venus         Y) Mars         Z) Jupiter,X) Venus,Short Answer,The extraterrestrial impact hypothesis of dinosaur extinction is based onfinding anomalously high concentrations of a certain element at the geological boundary betweenthe Cretaceous and Tertiary periods. What is the name of this element which was found?,iridium,SciBowlDB
ASTRONOMY,Multiple Choice,In which of the following locations would there typically be more Population Two stars than Population One stars:       W) in globular clusters         X) in spiral arms of galaxies         Y) in planetary nebula         Z) in regions actively forming stars,W) in globular clusters,Multiple Choice,A Planetary Nebula is       W) A very young star          X) A cloud of gas and dust where new stars are forming          Y) An interstellar molecular cloud          Z) An expanding shell of gas surrounding a dying star,Z) An expanding shell of gas surrounding a dying star,SciBowlDB
ASTRONOMY,Multiple Choice,Which of the following positions is an inferior planet most likely in if it is seen just after sunset:       W) opposition          X) superior conjunction          Y) greatest eastern elongation          Z) greatest western elongation,Y) greatest eastern elongation,Multiple Choice,A comet develops a tail because of       W) the solar wind         X) Earth’s atmosphere         Y) the Oort Cloud         Z) heat from Mercury,W) the solar wind,SciBowlDB
ASTRONOMY,Multiple Choice,The determination of stellar parallax is important because itows the determination of:       W) mass         X) diameter         Y) distance         Z) velocity,Y) distance,Multiple Choice,The Hubble Space Telescope found evidence for a black hole at the center of several galaxies by measuring       W)  The emission of X-rays          X)  The size of the galaxy&#39;s nucleus          Y)  Gravitational density waves near the galaxy&#39;s center          Z)  The rotational velocity of stars near the galaxy&#39;s center,Z)  The rotational velocity of stars near the galaxy&#39;s center,SciBowlDB
ASTRONOMY,Multiple Choice,What are Saturn&#39;s rings composed of?       W) completely connected solid masses         X) billions of tiny solid particles         Y) mixtures of gases         Z) highly reflective cosmic clouds,X) billions of tiny solid particles,Multiple Choice,"As viewed from earth, during the moon phases from new to full, the moon grows in apparent size and is said to be in its       W)  waxing phases          X)  waning phases          Y)  dark phases          Z)  light phases",W)  waxing phases,SciBowlDB
ASTRONOMY,Multiple Choice,What process produces a star&#39;s energy?       W) hydrogen and oxygen combustion         X) nuclear fusion         Y) neutron beta decay         Z) nuclear fission,X) nuclear fusion,Multiple Choice,The Giotto spacecraft set a new record last July for the closest visit yet to:       W) the core of a comet         X) the red spot of Jupiter         Y) an active solar flare         Z) the rings of Saturn,W) the core of a comet,SciBowlDB
ASTRONOMY,Multiple Choice,In which spectral region is it possible for astronomers to observe through clouds?       W) visual         X) radio         Y) ultraviolet         Z) x-ray,X) radio,Multiple Choice,Which of the following first hypothesized that the Earth orbited the sun?       W) Alexander the Great         X) Copernicus         Y) Socrates         Z) Tycho Brahe,X) Copernicus,SciBowlDB
ASTRONOMY,Multiple Choice,Why are southern hemisphere winters slightly warmer than northern hemisphere winters?       W) The Earth is closer to the Sun during that period         X) El Nino occurs in the southern hemisphere         Y) The southern hemisphere has a greater ratio of ocean to land         Z) The southern hemisphere has a greater ratio of land to ocean,Y) The southern hemisphere has a greater ratio of ocean to land,Short Answer,"Of the planets that circle the Sun, which planet has the most eccentric orbit?",pluto,SciBowlDB
ASTRONOMY,Multiple Choice,"The Saros cycle refers to       W) The 11 year solar sunspot cycle         X) An 18.6 year cycle of eclipses         Y) The 25,800 year cycle of the precession of the Earth’s axis         Z) The 29.5 day synodic lunar month",X) An 18.6 year cycle of eclipses,Multiple Choice,"Andromeda, the nearest galaxy which is similar to the Milky Way, is how far from the Earth? Is it:       W) 200,000 light years         X) 2,000,000 light years         Y) 20,000,000 light years         Z) 200,000,000 light years","X) 2,000,000 light years",SciBowlDB
ASTRONOMY,Multiple Choice,With which one of the following astronomical objects are meteor showers associated?       W) Asteroids         X) Comets         Y) Planets         Z) None of the above,X) Comets,Multiple Choice,What percentage of the Sun&#39;s mass has been converted to energy?       W) 50%         X) 1%         Y) 2%         Z) .001% (read: one-thousandth of a percent),Z) .001% (read: one-thousandth of a percent),SciBowlDB
ASTRONOMY,Multiple Choice,Which of the following is TRUE of red supergiants:       W) some form Cepheid variables         X) most end as nova stars         Y) most have luminosities about 10 to 100 times that of our Sun         Z) most have surface temperatures at least 2-times that of our Sun,W) some form Cepheid variables,Multiple Choice,Which of the following is NOT true of coronal mass ejections:       W) they can lead to a loss in radio communications         X) they can indirectly cause damage to electrical transformers         Y) they typically will not damage space-based satellites         Z) the next peak of ejections will likely be during the years 2010 to 2012,Y) they typically will not damage space-based satellites,SciBowlDB
ASTRONOMY,Short Answer,Name all of the following instruments that have been used to help understand the critical density of our universe: COBE; WMAP; BOOMERANG,Cobe; wmap; boomerang (accept: all),Short Answer,What is the standard distance a star would need to be placed for it to appear as bright as its absolute magnitude?,10 Parsecs (Accept: 26 Light Years),SciBowlDB
ASTRONOMY,Multiple Choice,Which of the following is NOT true:        W) most of the meteorites that have been found have a high iron content         X) a bolometer is used to measure the energy output of the Sun         Y) the celestial coordinate analogous to latitude is called ascension         Z) sunlight reflecting off the Earth is called Earthshine,Y) the celestial coordinate analogous to latitude is called ascension,Multiple Choice,Which of the following is closest to the age of most chondrites:         W) 150 million years         X) 1.5 billion years         Y) 4.6 billion years         Z) 13.7 billion years,Y) 4.6 billion years,SciBowlDB
ASTRONOMY,Multiple Choice,Which of the following is TRUE of red supergiants:         W) some form Cepheid variables         X) most end as nova stars         Y) most have luminosities about 10 to 100 times that of our Sun         Z) most have surface temperatures at least 2-times that of our Sun,W) some form Cepheid variables,Short Answer,What is the astronomical distance at which a star would have a parallax of 1 arcsecond?,Parsec,SciBowlDB
ASTRONOMY,Multiple Choice,Which of the following planets sees the Sun rising from the west and setting in the east during its Autumn and Spring equinoxes?        W) Mars         X) Saturn         Y) Uranus         Z) Mercury,Y) Uranus,Multiple Choice,Which of the following is LEAST accurate:        W) the imaginary north-south line that passes through the zenith on the celestial sphere is the meridian         X) Kirkwood gaps are gaps in the main asteroid belt caused by the gravitational effects of Mars         Y) Population TWO stars are composed mostly of hydrogen and helium         Z) a negative sign indicates the celestial coordinate is in the southern hemisphere,X) Kirkwood gaps are gaps in the main asteroid belt caused by the gravitational effects of Mars,SciBowlDB
ASTRONOMY,Multiple Choice,Which of the following is NOT true of coronal mass ejections:         W) they can lead to a loss in radio communications         X) they can indirectly cause damage to electrical transformers         Y) they typically will not damage space-based satellites         Z) the next peak of ejections will likely be during the years 2010 to 2012,Y) they typically will not damage space-based satellites,Multiple Choice,Which of the following is NOT characteristic of B-type stars like Rigel or Spica (read as: SPY-kah):         W) very luminous         X) apparent blue color         Y) medium strength hydrogen spectral lines         Z) average solar mass of about 3.2,Z) average solar mass of about 3.2,SciBowlDB
ASTRONOMY,Short Answer,"If the surface temperature of a star increased from 6,000 kelvin to 18,000 kelvin, how many times as much energy would it radiate?",81,Short Answer,Which law states that galaxies are receding from one another at velocities directly proportional to the distances separating them?,Hubble=92s Law (Accept: Hubble Or Hubble=92s),SciBowlDB
