category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Longtermism,Short Answer,A gun-type nuclear weapon has only been suc- cessfully tested using enriched uranium. What isotope impurity with a high rate of spontaneous fission prevents gun-type weapons of other fissile materials from reaching their maximum yield? ,Plutonium-240 (DO NOT ACCEPT: Plutonium),Multiple Choice,Why are gun-type weapons of less concern to nuclear non-proliferation experts than implosion-type weapons? W) Lower threat from terrorists than international war X) Improved detection ability Y) Lack of uranium refinement capability Z) Difficulty to construct ,W) Lower threat from terrorists than international war,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE6
Chemistry,Short Answer,What two molecules are generated from the de- composition of acetoacetic acid under high tempera- tures? ,Carbon dioxide and acetone,Short Answer,"Identify all of the following three vibrational modes that are Raman active, but not IR active: 1) Symmetric stretch- ing of H2O; 2) Symmetric stretching of CO2; 3) Asymmetric stretching of CO2. ",2 only,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE6
Earth and Space,Short Answer,An oceanographer observes parallel streaks of seafoam and algae on the surface of a lagoon parallel to the wind direction. These are a a result of what kind of circulation? ,Langmuir [LONG-meer] circulation,Multiple Choice,"A geologist surveying a glacial landscape knows that a glacier formerly flowed to the south in the region. In what direction will the steep sides of drumlins and roche moutonn´ee be facing, respectively? W) Both north X) Both south Y) North and south Z) South and north ",Y) North and south,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE6
Biology,Short Answer,"What is the name for the phenomenon characterized by a positive correlation between population density and mean individual fitness, which is typically measured by per capita population growth rate? ",Allee [ALL-ee] effect,Short Answer,"Diapedesis is the movement of leukocytes out of the circulatory system to an infected or damaged tissue. During the initial stage of diapedesis, cytokines cause endothelial cells to display what class of proteins on their surface, which form weak interac- tions with leukocytes to cause them to roll along the endothelium? ",Selectins,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE6
Physics,Multiple Choice,Two identical thin converging lenses with focal length f are placed a distance 2 f from each other. A small ball is kept a distance 3f to the left of the leftmost lens. What is the distance between the resulting image and right lens?  W) f 3  X) f 2  Y) f  Z) 2f ,Y) f,Short Answer,"In order to find the combined quantum states of two particles with Hilbert spaces H1 and H2 respectively, what operation must be computed between H1 and H2? ",Tensor Product,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE6
Longtermism,Short Answer,"Reinforcement learning is difficult in problems with permanent consequences for failure, such as the navigation of a Mars rover, because their associated Markov decision processes lack what mathematical trait? ",Ergodicity [ER-guh-DIH-sih-dee],Multiple Choice,Many models of reinforcement learning do not consider agents as part of the environments in which they navigate. Which of the following traits is NOT considered a difficulty in aligning an embedded agent? W) Inability to precisely model their environments X) Poorly-defined input-output channels Y) Inability to conceptualize their behavior as part of the environment Z) Capability to self-modify ,Y) Inability to conceptualize their behavior as part of the environment,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE6
Chemistry,Multiple Choice,Which of the following best explains why tetradentate or hexadentate ligands are more satisfactory as titrants than ligands with a lesser number of donor groups?  W) They react more completely with anions and thus provider duller end points  X) They react more completely with anions and thus provider sharper end points  Y) They react more completely with cations and thus provide duller end points  Z) They react more completely with cations and thus provide sharper end points ,Z) They generally react more completely with cations and thus providersharper end points,Multiple Choice,The boron-hydrogen-boron bond angle in dib- orane falls in which of the following ranges? W) 60 to 80 degrees X) 80 to 100 degrees Y) 100 to 120 degrees Z) 120 to 140 degrees ,X) 80 to 100 degrees,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE6
Earth and Space,Multiple Choice,"Which of the following best describes the theorized difference in formation of short and long gamma-ray bursts?  W) Short are from supergiants, while long are from dwarf stars  X) Short are from dwarf stars, while long are from supergiants  Y) Short are from supernovae, while long are from kilonovae  Z) Short are from kilonovae, while long are from supernovae ","Z) Short are from kilonovae, while long are from supernovae",Short Answer,Identify all of the following three statements that are true regarding the Oort Cloud: 1) It is primarily composed of ices; 2) Its inner section is toroidal; 3) Its mass is smaller than that of the Kuiper Belt. ,1 and 2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE6
Biology,Multiple Choice,Which of the following organisms is not an as- comycete  Y) Aspergillus fumigatus  Z) Phytophthora infestans ,Z) Phytophthora infestans,Short Answer,Identify all of the following three statements that are true of the Tunica-Corpus model: 1) It describes the physical characteristics of lateral meristems; 2) The innermost layers form the corpus; 3) The tunica is separated into two layers. ,2 and 3,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE6
Physics,Multiple Choice,"For some ideal gas, the molar heat capacity in- creases from 3 2R to 5 2R at a fixed temperature. Which of the following is closest to that temperature?  W) 10 K  X) 100 K  Y) 1000 K  Z) 10000 K ",W) 10 K,Short Answer,"A particle’s mass is 1 kg. If this particle’s kinetic en- ergy is given as 25¯h2 , what is its de Broglie wavelength in meters? ",π √ 2 5,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE6
Longtermism,Short Answer,"What proposed type of atmospheric geoengi- neering mimics natural solar dimming processes such as those from volcanic erup- tions, but could also potentially lead to depletion of the ozone layer? ",Stratospheric aerosol injection,Short Answer,It has been suggested that stratospheric aerosol injection be performed near the equator in order to take advantage of what pattern of air circulation that lifts air higher into the stratosphere from the equator? ,Brewer-Dobson circulation,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE7
Chemistry,Multiple Choice,Which of the following terms is defined as a metal electrode that is used to determine the concentration of the cation of that metal in a solution?  W) Indicator electrode  X) Reference electrode  Y) Electrode of the first kind  Z) Electrode of the second kind ,Y) Electrode of the first kind,Short Answer,Identify all of the following three statements that are true regarding spectroscopy: 1) Raman active species require a change in dipole moment in their vibration; 2) CO2 bending is IR active; 3) Mossbauer spectroscopy relies on the recoil-less absorption of gamma ra- diation. ,2 and 3,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE7
Earth and Space,Short Answer,"An artesian aquifer is measured to be under exactly one atmosphere of pressure. To the nearest meter, what is the hydraulic head of this aquifer? ",10,Short Answer,Order the following three stages of a mesoscale convective system from earliest to latest to develop: 1) Bow echo; 2) Comma echo; 3) Squall line. ,"3, 1, 2",C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE7
Biology,Multiple Choice,"When a reciprocal balanced translocation occurs, a tetravalent synaptic structure forms during meiosis. When this occurs, what is the only segregation pattern that results in viable gametes?  W) Alternate  X) Adjacent-1  Y) Adjacent-2  Z) Inverse ",W) Alternate,Short Answer,"The liver produces what protein, which functions to bind free hemoglobin in blood plasma and is often stimulated by inflammatory cytokines ? ",Haptoglobin,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE7
Physics,Short Answer,What is the product of the number of stable equi- librium positions for a set of 5 charges and the number of Lagrange points for a system of 3 equal charges at the vertices of an equilateral triangle? ,0,Multiple Choice,"The Lagrangian of a one- dimensional system with a single mass m is given by L(x, ˙x,t) = eat m(˙x2−bx2) 2 . Which of the following general examples of physical systems best describes this system? W) Simple harmonic oscillator X) Damped harmonic oscillator Y) Pendulum Z) Damped pendulum ",X) Damped harmonic oscillator,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE7
Longtermism,Short Answer,Russian false advertising campaigns referred to the AstraZeneca vaccine as a monkey vaccine due to its use of what vaccine technology to deliver mRNA to cells? ,Chimpanzee adenovirus vector,Multiple Choice,Adenoviral vectors have been studied as an avenue for rapid vaccine development in the event of a health emergency. Which of the following is NOT a major advantage of adenoviral vector vaccines over subunit vaccines? W) Lower reactivity to pre-existing antibodies X) Greater scale testing for past pandemics Y) Can directly elicit T-cell responses Z) Ability to be genetically modified ,X) Greater scale testing for past pandemics,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE7
Chemistry,Multiple Choice,"Benzaldehyde treated with potassium hydroxide will not stay as benzaldehyde, but will undergo which of the following reactions?  W) Aldol condensation  X) Electrophilic aromatic substitution  Y) Cycloaddition  Z) Disproportionation ",Z) Disproportionation,Multiple Choice,Which of the following reactions generally oc- curs the fastest? W) Lithium halogen exchange X) Diels Alder cycloaddition Y) Aldol condensation Z) Suzuki coupling ,W) Lithium halogen exchange,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE7
Earth and Space,Short Answer,"What diagram reveals a bimodal distribution of the color of galaxies, by grouping them into a red sequence and blue cloud? ",Color-Magnitude Diagram,Short Answer,Identify all of the following three conditions which must be met in order for baryogenesis to occur: 1) CP symmetry; 2) Conservation of baryon number; 3) Thermal equilibrium. ,None,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE7
Biology,Short Answer,"When RuBisCO binds oxygen instead of carbon dioxide, the subsequent reaction between RuBP and oxygen results in the pro- duction of 3-phosphoglycerate and what other molecule? ",Phosphoglycolate [FOSS-fuh-GLY-kuh-late] (ACCEPT: 2-PG),Short Answer,What is the name for the network of small blood vessels that supply the walls of larger blood vessels such as the aorta ? ,Vasa vasorum [VAY-suh VA-sore-um],C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE7
Physics,Short Answer,What is the name given to the quantum mechanical operator defined by ? ,Momentum (ACCEPT: Linear Momentum),Short Answer,"A star system moves with an average kinetic energy K and a total Lagrangian of nK, where n is what integer value? ",3,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE7
Longtermism,Short Answer,What theoretical model of reinforcement learn- ing involves the use of Bayesian updating of computable environmental models to model actions? ,AIXI,Short Answer,This process of Bayesian up- dating of computable hypotheses is known by what name? ,Solomonoff [suh-LOW-muh-noff] induction,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE7
Chemistry,Short Answer,The stereochemistry of a polymer’s constituent monomers often affects its material properties. What term describes the relative stereochemistry between monomers within a polymer? ,Tacticity,Multiple Choice,Which of the following best describes the ge- ometry of the borane B6H62–? W) Closo X) Nido Y) Arachno Z) Hypho ,W) Closo,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE7
Earth and Space,Multiple Choice,Which of the following minerals is typi- cally formed from the serpentinization of peridotites ?  W) Olivine  X) Pyroxene  Y) Biotite  Z) Talc ,Z) Talc,Short Answer,Identify all of the following three types of melting that can occur at subduction zones: 1) Flux melting; 2) Decompression melting; 3) Friction melting. ,All,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE7
Biology,Short Answer,"Identify all of the following three statements that are true about human sperm: 1) In the late haploid phase of spermatogenesis, histones are replaced with arginine allows for the movement of sperm. ",All,Short Answer,"Primordial germ cell differentiation does not depend on the sex chromosomes, instead relying on the environment in the gonad. What vitamin derivative secreted by the mesonephros causes germ cells to enter meiosis I and is degraded by CYP26B1 in males? ",Retinoic acid,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE7
Physics,Short Answer,"Consider the Schrodinger equation for a particle in the potential V(x) = x4 − a4 for a positive constant a. By name or number, identify all of the following four choices that are accurate about the ground state wavefunction in this potential: 1) It is even; 2) It is a nonzero constant; 3) It goes to zero at ±∞; 4) It is a delta function. ",1 and 3,Short Answer,Identify all of the following three types of radiation that are continuously emitted by black holes with jets: 1) Hawking radiation 2) Brehmsstrahlung radiation; 3) Synchrotron radiation. ,All,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE7
Longtermism,Short Answer,The voice synthesis for the Amazon Echo smart speaker is performed by which variant of a recurrent neural network capable of learning long-term dependencies? ,Long short term memory network (ACCEPT: LSTM),Short Answer,"LSTM networks do not suffer from which problem common in gradient descent, in which a gradient becomes so small that neural weights do not change value? ",Vanishing gradient problem,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE7
Chemistry,Multiple Choice,Which of the following statements is false re- garding carbene chemistry?  W) Triplet carbenes behave as diradicals  X) Singlet carbenes behave as zwitterions  Y) Carbenes are stabilized by a vicinal lone pair  Z) Sterically bulky substituents on a carbene promote the singlet state ,Z) Sterically bulky substituents on a carbene promote the singlet state,Short Answer,"Identify all of the following three molecules that are chiral: 1) Trans-cyclooctene ; 2) 1,3-dichloroallene ; 3) Syn-1,2-dimethylcyclohexane. ",1 and 2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE7
Earth and Space,Multiple Choice,"Which of the following processes is thought to play a role in the supernovae of stars with a mass greater that 250 so- lar masses, and occurs when an atomic nucleus absorbs a gamma ray, and rapidly emits another subatomic particle?  W) Photodisintegration  X) Pair instability  Y) Mossbauer decay  Z) Internal conversion ",W) Photodisintegration,Short Answer,Galaxy A is observed to have a maximum rotation velocity 10 times that of galaxy B. The ratio between the mass of baryonic matter in Galaxy A to Galaxy B is closest to 10 to what integer power? ,4,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE7
Biology,Multiple Choice,The Leslie matrix is used to model which of the following?  W) Neuronal oscillations  X) Population growth  Y) Enzyme kinetics  Z) Phylogenetic trees ,X) Population growth,Short Answer,Identify all of the following three statements that are true of the unfolded protein response: 1) It is triggered by the accumulation of misfolded proteins in the Golgi apparatus; 2) Creutzfeldt-Jacob disease is thought to result in overactivation of the unfolded protein response; 3) It leads to an increase in the production of ribosomes. ,2 only,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE7
Physics,Multiple Choice,"A ball is initially held on an incline at an angle θ to the horizontal with µk = µs = √ 3 3 . Assuming the ball is dropped from the same height in all scenarios, at which of the following angles θ would the ball have the most total energy at the bottom?  W) 25 degrees  X) 35 degrees  Y) 45 degrees  Z) All angles would have the same energy ",W) 25 degrees,Short Answer,An rotating disk of mass 4 kg and radius 1 m rotates at an initial 16 radians per second clockwise. An object of mass 2 kg is dropped vertically onto the edge of the disk and the system continues to rotate. What is the system’s final angular velocity? ,-9.6 (ACCEPT: 9.6 clockwise),C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE7
Longtermism,Multiple Choice,Which of the following types of climate model uses the Navier-Stokes equations to model the effects of thermodynamic changes on the atmosphere and ocean?  W) General circulation model  X) Radiative-convective model  Y) Modular EMIC model  Z) Zonal equilibrium model ,W) General circulation model,Short Answer,"Many GCMs save computational time by using spectral modeling rather than grid modeling. In spectral modeling, which equation is used to decompose the variation of temperatures into spectra for analysis? ",Fourier transform,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE8
Chemistry,Short Answer,"Order the following 3 d-orbitals in order of increas- ing splitting in a linear complex, assuming that the ligands coordinate along the z-axis: 1) dz2; 2) dxy; 3) dxz. ","2, 3, 1",Multiple Choice,"Which of the following is a possible equation for a nodal surface of the highest energy d orbital in the complex NiCl42–, in accordance with the conventional axis labeling of three dimensional space? W) x = 0 X) y = 0 Y) x+y = 0 Z) x2 = 1 ",Y) x+y = 0,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE8
Earth and Space,Multiple Choice,Which of the following best explains why siliceous ooze is dominant at the equator and rare in most other regions?  W) Rainfall from the ITCZ decreases salinity  X) The equator has more sunlight for photosynthesis  Y) Equatorial water is warmer than other regions  Z) Equatorial upwelling provides more nutrients ,Z) Equatorial upwelling provides more nutrients,Multiple Choice,Which of the following types of volcanoes would most likely form layers of hyaloclastite Y) Fissure vent Z) Stratovolcano ,W) Subglacial,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE8
Biology,Multiple Choice,Which of the following is the shape of the amplicon production curve in a typical RT-PCR experiment once processed by software?  W) Linear  X) Exponential  Y) Quadratic  Z) Sigmoidal ,Z) Sigmoidal,Short Answer,"The eye color of Greek gods is controlled by multiple genes with polygenic inheritance, with the two most extreme phenotypes being red and blue. If there are 15 distinct eye color phenotypes, determine both the number of genes controlling eye color and the proportion of F2 offspring that would display either extreme phenotype in a cross between an individual with red eyes and an individual with blue eyes. ",5; 1 512,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE8
Physics,Short Answer,What method in quantum physics is used to deter- mine an upper bound for the ground state wavefunction energy by evaluating the expectation value of the Hamiltonian of a trial wavefunction? ,Variational principle,Short Answer,Identify all of the following three actions that would NOT affect the capacitance of a single hollow spherical conductor: 1) Inserting a spherical dielectric inside; 2) Making it a solid conductor; 3) Increasing its radius. ,1 and 2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE8
Longtermism,Short Answer,"In 2015, researchers engineered a gene drive into mosquitoes to shift the sex ratios of offspring, in the hopes of controlling mosquito population. The gene they added codes for which type of enzyme, which is intended to hydrolyze DNA at particular locations? ",Homing endonuclease,Short Answer,"Due to the multiple diseases they spread, gene drive research on mosquito population control has been targeted at which species, known for being the primary vector for the Zika virus? ",Aedes aegypti [AY-dees ee-JIP-tie],C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE8
Chemistry,Short Answer,Identify all of the following three molecules that typically undergo the Cannizzaro reaction: 1) Benzaldehyde ; 2) Acetaldehyde ; 3) Acetone. ,1 only,Short Answer,"To two significant figures, what is the ratio of the frequency of a carbon-protium bond stretch to the frequency of a carbon-deuterium bond stretch? ",1.4,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE8
Earth and Space,Short Answer,"In the 1990s, a group of researchers set out to use gravitational microlensing to detect what class of dark, massive objects that may explain the apparent presence of dark matter in galactic halos? ",Massive compact halo objects (ACCEPT: MACHOs),Short Answer,Order the following three features surround- ing a Kerr black hole from innermost to outermost: 1) Innermost stable circular orbit; 2) Corotating photon sphere; 3) Counterrotating photon sphere. ,"2, 3, 1",C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE8
Biology,Short Answer,"In the synthesis of thyroid hormones, iodine trapped in the colloid of the thyroid is incorporated onto what amino acid residue on thy- roglobulin ? ",Tyrosine,Short Answer,"TALEN and CRISPR are two different technologies that can be used for genome editing. Identify all of the following three statements which are true regarding advantages that CRISPR has over TALEN: 1) CRISPR is more sensitive to methylated DNA than TALEN; 2) CRISPR relies on protein-DNA interactions, while TALEN relies on RNA-DNA interac- tions; 3) CRISPR is cheaper and less time consuming than TALEN. ",3 only,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE8
Physics,Multiple Choice,Let V(r) denote the electric potential at a distance r away from a charge distribution that forms an ideal electric quadrupole. For what value of n is V(r) proportional to rn?  W) 1  X) -1  Y) -3  Z) -5 ,Y) -3,Short Answer,Identify all of the following three statements that are true about protons: 1) The ∆+ baryon is a high mass excitation of the proton; 2) The Georgi-Glashow model predicts the decay of a proton into a positron and a neutral pion; 3) A proton’s spin is equal to the net spin of its quarks. ,1 and 2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE8
Longtermism,Short Answer,"One consequentialist moral philosophy asserts that happiness and suffering both matter, and can typically counterbalance each other, but that there exists a level of suffering which no happiness can outweigh. What is this philosophy called? ",Lexical-threshold negative utilitarianism,Multiple Choice,In which of the following cases does lexical- threshold negative utilitarianism disagree with most other types of negative utili- tarianism? W) Benevolent world exploder X) Happy sadists problem Y) Torture vs. dust specks Z) Utility monster ,Y) Torture vs. dust specks,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE8
Chemistry,Multiple Choice,"During azo-coupling, which of the following orbitals on the diazonium salt acts as the electron acceptor?  W) Carbon-nitrogen sigma star orbital  X) Nitrogen-nitrogen pi star orbital  Y) Carbon-carbon sigma star orbital  Z) Carbon-nitrogen pi star orbital ",X) Nitrogen nitrogen pi star orbital,Short Answer,"The 2016 Nobel Prize was awarded jointly to Fraser Stoddart, who designed a series of molecular motors. These motors were interlocked macromolecules with a characteristic “thread and ring” structure, typ- ically known as what kind of molecule? ",Rotaxanes [roh-TAX-anes],C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE8
Earth and Space,Multiple Choice,"In 2021, Bekaert et al. dis- covered the presence of a horizontal movement of magma beneath Panama due to spreading from the Gal´apagos plume. Which of the following best describes the geochemical signature of this magma?  W) Enriched in all incompatible elements  X) Depleted of most incompatible elements  Y) Enriched in some incompatible elements  Z) Depleted of some incompatible elements ",W) Enriched in all incompatible elements,Multiple Choice,"When plotted on an AFM ternary dia- gram, a certain magma first moves from the M towards the F, then finally towards the A as it cools. Which of the following statements about this magma is true? W) It is part of the calc-alkaline series X) It crystallizes iron-rich minerals first Y) It likely formed at a mid-ocean ridge Z) It is relatively oxidized ",Y) It likely formed at a mid-ocean ridge,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE8
Biology,Multiple Choice,"With overdominance, highest mean fitness occurs in which of the following situations?  W) All alleles are dominant  X) Allele proportions are no longer changing  Y) All alleles are at equal frequency  Z) Allele proportions are maximally changing ",Y) All alleles are at equal frequency,Short Answer,"What enzyme used in pyrosequencing catalyses the conversion of pyrophosphate to ATP, which is later used as a substrate for lu- ciferase ? ","ATP Sulfurylase (ACCEPT: Suflurylase, Sulfate adenylyltransferase)",C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE8
Physics,Multiple Choice,"Which of the following mechanisms of Higgs boson production is the dominant contributor at the LHC, since it is about 10 times as likely to occur compared to other processes?  W) Gluon fusion  X) Higgs-strahlung  Y) Vector boson fusion  Z) Top fusion ",W) Gluon Fusion,Multiple Choice,"Two small balls of negligible radius fall from a height H, one on top of the other. The upper sphere has a mass of M/2 where M is the mass of the lower sphere. Assuming only elastic collisions, in terms of H, what is the maximum height the upper sphere can reach? W) H X) 5 3H Y) 25 9 H Z) 125 27 H ",Y) 25 9 H,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE8
Longtermism,Short Answer,"Carnegie Mellon’s SUR project on speech recognition was cancelled in the 1970s, during the first AI winter. Which tech- nology, pioneered by SUR, involved modeling an unobservable process as a prob- abilistic seqeunce of states and transitions by observing a related process? ",Hidden Markov modeling,Short Answer,"A hidden Markov model relies on which alge- braic formalism of probability, also used in Kalman filtering? ",Bayesian [bay-EE-zhin] programming,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE8
Chemistry,Multiple Choice,Alkali metal azides play an important role in the synthesis of inorganic chemical compounds. Which of the following are the major metal-containing products of the thermal decomposition of lithium azide and sodium azide respectively?  W) Lithium and sodium  X) Lithium and sodium nitride  Y) Lithium nitride and sodium  Z) Lithium nitride and sodium nitride ,Y) Lithium nitride and sodium,Multiple Choice,Which of the following choices best describes the tacticity of a polymer that has alternating stereochemistry in its monomers? W) Atactic X) Isotactic Y) Syndiotactic Z) Heterotactic ,Y) Syndiotactic,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE8
Earth and Space,Short Answer,The Ostriker-Vishniac effect can be descibed by what phenomena observed by the different mea- surements of the cosmic microwave background in different directions? ,Anisotropy [an-EYE-suh-tro-pee],Short Answer,"Electron degeneracy pressure in white dwarves can satisfy the Lane-Emden equation and take the form of kρx , where k and x are constants and ρ is the density. An electron gas pressure that can be modeled as such has what unique name? ",Polytrope,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE8
Biology,Multiple Choice,Which of the following enzymes catalyses the rate limiting step of the Urea cycle?  W) Ornithine transcarbamylase  X) Carbamoyl-phosphate synthetase  Y) Arginosuccinate lyase  Z) Arginase ,X) Carbamoyl-Phosphate Synthetase,Short Answer,"Identify all of the following three statements that are true about the dorsal column medial lemniscus pathway: 1) It is an ascending pathway that mediates pressure, pain, and temperature; 2) The primary sensory afferent crosses the midline before synapsing on the second order neuron; 3) The second order neuron synapses on the third order neuron in the thalamus. ",3 only,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE8
Physics,Short Answer,"Two particles that obey Fermi-Dirac statistics make up a system where particle A is spin-up and particle B is spin-down. If there are only two possible energy states for both particles, what is the total number of distinct accessible states for this system? ",4,Multiple Choice,"For a given one dimensional potential of the form V(x) = −A· f(x), the number of bound state solutions to the Schrodinger equation increases with the value of A. As A approaches zero, there is one bound state solution, and past some value of A, the number of bound state solutions remains constant. Which of the following best describes the form of the function f(x)? W) f is a polynomial X) f is a step function Y) f is a single delta function Z) f is the sum of delta functions centered at multiple x values ",Z) f is the sum of delta functions centered at multiple x values,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE8
Longtermism,Multiple Choice,Which of the following existential risks is commonly considered to pose the greatest threat to the global food supply chain?  W) Asteroid impacts  X) Supervolcano eruptions  Y) Nuclear wars  Z) Natural pandemics ,Y) Nuclear wars,Multiple Choice,“Nuclear winter” is a major contributor to the existential risk from nuclear war. What is hypothesized to be the primary cause of crop failures due to a “nuclear winter?” W) Obstruction of sunlight by stratospheric smoke X) Radiation damage to seeds and seedlings Y) Disruption of prevailing winds by plumes of heat Z) Damage to root systems by shockwaves ,W) Obstruction of sunlight by stratospheric smoke,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR1
Chemistry,Short Answer,The isotope Plutonium-239 can only be created from Uranium-238 through neutron capture followed by two iterations of what specific type of radioactive decay? ,Beta minus (DO NOT ACCEPT: Beta),Multiple Choice,The relationship between gas pressure and the concentration of a dissolved gas is given by which of the following laws? W) Gay-Lussac’s law X) Graham’s law Y) Henry’s law Z) Boyle’s law ,Y) Henry’s Law,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR1
Earth and Space,Multiple Choice,Volcanic eruptions typically cool the at- mosphere because they create an abundance of cloud condensation nuclei through the release of which of the following gases?  W) Water vapor  X) Carbon dioxide  Y) Sulfur dioxide  Z) Nitrous oxide ,Y) Sulfur dioxide,Short Answer,"The asthenosphere is primarily composed of what dense, coarse-grained igneous rock consisting mostly of olivine and pyroxene ? ",Peridotite,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR1
Biology,Multiple Choice,Which of the following statements about sensory processing is FALSE?  W) The olfactory bulb undergoes neurogenesis throughout life  X) Visual information on the left side of the visual field is processed by the right side of the brain  Y) Rods are responsible for color vision  Z) The auditory cortex is located in the temporal lobe ,Y) Rods are responsible for color vision,Short Answer,In order to convert the vibration of the eardrum into pressure waves in the fluid of the cochlea pushes on what structure that separates the middle and inner ears? ,Oval window,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR1
