category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Energy,Multiple Choice,Scientists at Oak Ridge National Laboratory showed that using a thin-film cathode with a solid electrolyte for lithium ion batteries helps determine the source of charge loss. Which of the following describes the role of separators in lithium polymer batteries? W) Prevent irreversible intercalation of electrodes X) Prevent reaction of lithium with the electrolyte Y) Increase bubble overpotential on the electrodes Z) Increase binding selectivity of lithium on the electrodes,W) PREVENT IRREVERSIBLE INTERCALATION OF ELECTRODES ,Short Answer,"Scientists at Argonne National Laboratory are currently studying a universal vaccine for the influenza. Currently, influenza vaccines target what constantly changing viral surface protein that acts as a lectin, allowing the virus to bind to the surface of human cells?",HEMAGGLUTININ,LOST
Chemistry,Multiple Choice,Which of the following best describes the role of tetrahydrofuran in the hydroboration oxidation of an alkene by borane? W) It acts as a polar aprotic solvent to destabilize the nucleophile X) It acts as a nucleophilic catalyst to increase the reactivity of the alkene Y) It acts as an electrophile to increase the reactivity of borane Z) It acts as a coordinating agent to stabilize borane against dimerization,Z) IT ACTS AS A COORDINATING AGENT TO STABILIZE BORANE AGAINST DIMERIZATION ,Short Answer,Identify all of the following three statements that are true about phosphorescence: 1) It generally lasts longer than fluorescence; 2) It involves a relaxation from a triplet state to a singlet state; 3) It involves a forbidden electronic transition.,ALL,LOST
Biology,Short Answer,What amino acid based antioxidant abundant in the liver is responsible for the destruction of radical oxygen species and partially for the reducing environment of the cytoplasm?,GLUTATHIONE ,Short Answer,Under what taxonomic order do lobsters and crabs reside in?,DECAPODA,LOST
Math,Short Answer,"In a geometric sequence, the ratio between subsequent terms is ⅔. Given the sum of the first two terms is 12, what is the sum of the third and fourth terms?",16/3 ,Short Answer,"Arnold the Ant is sitting on the midpoint of an edge of a tetrahedron with side length 1. What is the shortest distance it must travel in order to arrive at the midpoint of the opposite edge, if it can only walk on the surface of the tetrahedron?",1,LOST
Physics,Short Answer,"An RC circuit is discharged, taking 60 seconds for the charge across the capacitor to decay to 37% of its initial value. If the resistor is known to be 5 ohms, what must the capacitor’s capacitance be?",12 ,Short Answer,"Twelve point masses with masses 1 through 12 kilograms are placed at their corresponding x coordinates on a line, such that the 1 kilogram mass is at x=1, the two kilogram mass is at x=2, and so on. What is the x coordinate of the center of mass of the system?",25/3,LOST
Earth and Space,Short Answer,Filtergrams are required to view what layer of the Sun’s atmosphere?,CHROMOSPHERE ,Multiple Choice,Which of the following does explain why the envelope of a horizontal branch star contracts while its core expands? W) Core expansion increases the opacity of the envelope X) Core expansion decreases the density of the hydrogen burning shell Y) Core expansion robs energy from the rest of the star for the core Z) Core expansion by the triple alpha process is an endothermic process,X) CORE EXPANSION DECREASES THE DENSITY OF THE HYDROGEN BURNING SHELL,LOST
Energy,Multiple Choice,Scientists at the Pacific Northwest National Laboratory are studying the effects of global warming on forest ecosystems. Which of the following was NOT one of the findings the scientists observed in their research? W) The ratio of younger trees to older trees is increasing X) The rate of speciation is increasing Y) Forests must adapt to a lower moisture climates Z) Forests are trapping more carbon as carbon dioxide levels rise,Z) FORESTS ARE TRAPPING MORE CARBON AS CARBON DIOXIDE LEVELS RISE ,Multiple Choice,Scientists at Oak Ridge National Laboratory used X-ray crystallography to determine the structure of the SARS-CoV-2 main proteases. One of its proteases is the papain-like protease. Which of the following amino acids would most likely be at the catalytic site? W) Cysteine X) Tyrosine Y) Tryptophan Z) Leucine,W) CYSTEINE,LOST
Chemistry,Multiple Choice,An acidic solution of which the following oxidation states of vanadium would absorb the highest energy visible light? W) +2 X) +3 Y) +4 Z) +5,Z) +5 ,Short Answer,What model can be used to approximate the intermolecular potential energy of a system of two particles based on their distance of separation by combining both Pauli repulsion and van der Waals attractive forces?,LENNARD-JONES POTENTIAL,LOST
Biology,Short Answer,What is the term for the specialized lymph vessel found in each villus of the small intestine that serves to carry chylomicrons from the digestive tract into the blood?,LACTEAL ,Short Answer,"By name or number, rank the following three groups from most to least evolutionarily related to cercozoans: 1) Ciliates; 2) Parabasalids; 3) Radiolarians.","3, 1, 2 (ACCEPT: RADIOLARIANS, CILIATES, PARABASALIDS)",LOST
Math,Short Answer,"If the operation * (star) is defined such that (a * b) = ab + a + b + 1, then find (2 * 3) * 4 .",65 ,Short Answer,"A group of scientists are studying the amount of water in a pond. They find that over the first 10 months, the amount of water increased by k% every month, while over the next 5 months, the amount of water decreased by k% every month. At the end of these 15 months, the amount of water in the pond was the same as when it started. Given k > 0, determine the value of k.",0 0 5 √5 − 5,LOST
Physics,Short Answer,"What phenomenon, the rotational analog of uniform circular motion, occurs when a torque is applied to a rotating object perpendicular to the direction of its angular momentum?",PRECESSION ,Multiple Choice,Which of the following is closest to the kinetic energy of an ideal helium atom at 300 Kelvin in milli-electron volts? W) 2.5 X) 25 Y) 250 Z) 2500,X) 25,LOST
Earth and Space,Short Answer,The Encke gap is caused by which moon of Saturn?,PAN ,Short Answer,Identify all of the following three statements that are true about loess: 1) They are aeolian deposits; 2) They exhibit low cation exchange capacity; 3) They are fluvial deposits.,1 ONLY,LOST
Energy,Short Answer,Scientists at Argonne National Laboratory researched the transition state for the photolysis of acrylonitrile to produce either hydrogen cyanide or hydrogen isocyanide. What postulate in physical organic chemistry helped the scientists determine the energy change of the reaction based on the similarity of the transition state to the products of reactants?,HAMMOND’S POSTULATE ,Short Answer,Scientists at the Joint Genome Institute are studying the effects of the timing of homeotic genes on developmental history. What is the term for the change in evolutionary rate or timing of developmental events that allowed whales to lose their hind limbs by reducing the time leg and pelvis bones could grow?,HETEROCHRONY,LOST
Chemistry,Short Answer,Order the following three bonds in increasing IR wavenumber: 1) N-H single bond; 2) C-O double bond; 3) C-N triple bond.,"2, 3, 1 ",Short Answer,Identify all of the following three statements that are true about the mixture formed between chloroform and acetone: 1) The enthalpy of mixing is positive; 2) The mixture boils below the boiling point of chloroform or acetone; 3) The vapor pressure of the mixture is lower than the vapor pressure of chloroform or acetone,3 ONLY,LOST
Biology,Multiple Choice,Which of the following are adaptations for preventing the spread of plant viruses?  W) Doubly compound leaves X) Rhizomes Y) Tubers Z) Bracts,W) DOUBLY COMPOUND LEAVES ,Multiple Choice,Which of the following is NOT true about the pentose phosphate pathway? W) Rapidly dividing cells use the pathway to generate the sugars for DNA and RNA X) Hepatocytes utilize the NADPH for fatty acid synthesis Y) The pathway occurs within the mitochondria Z) Transketolase requires thiamine pyrophosphate,Y) THE PATHWAY OCCURS WITHIN THE MITOCHONDRIA,LOST
Math,Short Answer,A positive integer is cute if it is divisible by the sum of its digits. What is the sum of the smallest and largest two digit cute integers?,100 ,Short Answer,What is the slope of the line tangent to the implicit curve at ? e x = 1 + tan(y) x = 0,1,LOST
Physics,Short Answer,"A spaceship is measured to have a length of 55 meters at rest. When the spaceship is accelerated to a constant velocity, it is measured to have a length of 44 meters in its initial rest frame. What is the constant velocity of the spaceship in terms of the speed of light c?",0.6​c ,Short Answer,A proton and an alpha particle are both accelerated through a potential difference into the magnetic field of a mass spectrometer. What is the ratio of their radii of curvature?,1 : √2,LOST
Earth and Space,Multiple Choice,"Identify which of the following telescopes is not matched correctly with its EM range? W) Fermi, gamma-ray X) Chandra, X-ray Y) Spitzer, infrared Z) Herschel, microwave","Z) HERSCHEL, MICROWAVE ",Short Answer,Order the following three types of snow in order of decreasing air content: 1) Néve; 2) Firn; 3) Fresh snow.,"3, 1, 2",LOST
Energy,Multiple Choice,Scientists at Idaho National Laboratory converted thin carbon films to form crystalline diamond structures by heating. Which of the following is not true about the crystal structure of diamond? W) It has four planes of cleavage X) It has a higher band gap than silicon Y) Carbon atoms in the interior of the unit cell are octahedrally coordinated Z) Carbon atoms in the exterior of the unit cell adopt a face centered cubic habit,Y) CARBON ATOMS IN THE INTERIOR OF THE UNIT CELL ARE OCTAHEDRALLY COORDINATED ,Multiple Choice,"Scientists at Sandia National Laboratory are studying special types of subsurface flows. Specifically they are studying non-Darcian flows in a porous medium. Which of the following best characterizes non-Darcian flows? W) Low Reynolds number, laminar flow X) Low Reynolds number, turbulent flow Y) High Reynolds number, laminar flow Z) High Reynolds number, turbulent flow","Z) HIGH REYNOLDS NUMBER, TURBULENT FLOW",LOST
Chemistry,Short Answer,"In an electrospray mass spectrometry experiment, a dibrominated hydrocarbon produces three peaks with mass to charge ratios of 172, 174, and 176. What is the ratio of the intensities of these three peaks?",1:2:1 ,Short Answer,Identify all of the following three statements that are true about the radical bromination of alkenes: 1) It occurs preferentially at vinylic and phenyl carbons; 2) N-bromosuccinimide is used as a source of bromine to prevent competing addition reactions; 3) An advantage of radical bromination is that it is stereospecific.,2 ONLY,LOST
Earth and Space,Multiple Choice,"During the interglacial period after the Pleistocene, what stadial saw a return to glacial conditions after gradual climatic warming? W) Younger Dryas X) Bølling–Allerød Y) Strauss Z) Last glacial maximum",W) YOUNGER DRYAS ,Short Answer,Identify all of the following three types of faults typically associated with basin and range terrain: 1) Thrust; 2) Listric; 3) Detachment.,2 AND 3,LOST
Chemistry,Short Answer,"Identify all of the following three groups that, when attached to the carbanionic carbon in a wittig reagent, will react with carbonyl groups to produce an alkene with E stereochemistry as the major product: 1) Carboxyl; 2) Methoxy; 3) Tert-butyl.",1 ONLY ,Multiple Choice,"Which of the following are the thermodynamic and kinetic products, respectively, at the anode for the electrolysis of an aqueous solution of sodium chloride? W) Oxygen and oxygen X) Oxygen and chlorine Y) Chlorine and oxygen Z) Chlorine and chlorine",X) OXYGEN AND CHLORINE,LOST
Energy,Multiple Choice,Scientists at Argonne National Laboratory are using electron paramagnetic resonance spectroscopy to detect metal centers in biological and organic complexes. Which of the following neutral metal centers would be silent in EPR spectroscopy? W) Titanium X) Palladium Y) Nickel Z) Technetium,X) PALLADIUM ,Multiple Choice,"Scientists at Oak Ridge National Laboratory are studying the role of SPL genes in the role of flowering. Under which of the following circumstances would a short day plant with a critical light period of 10 hours flower? W) 15 Hours of light, followed by 9 hours of darkness interrupted by a flash of light every 5 minutes X) 5 Hours of light, followed by 19 hours of darkness interrupted by a flash of light every 5 hours Y) 24 hours of darkness, followed by 24 hours of light, followed by 24 hours of darkness Z) 11 hours of light, followed by 13 hours of uninterrupted darkness","Y) 24 HOURS OF DARKNESS, FOLLOWED BY 24 HOURS OF LIGHT, FOLLOWED BY 24 HOURS OF DARKNESS",LOST
Physics,Short Answer,"What is the total energy, in terms of ε0 , inside a cube with a side length of 2 meters if a constant electric field with magnitude 2 volts per meter exists inside?",16ε​0 ,Short Answer,A uniformly charged ring with radius 3 meters and total charge of 12 coulombs is spinning with an angular velocity of 6 radians per second. What is the magnitude of the magnetic field at the very center in teslas and in scientific notation with two significant figures? ,2.4*10​-6,LOST
Math,Short Answer,How many factors of 60 are not divisible by a perfect square other than 1?,8 ,Short Answer,How many four digit integers have the property that neither the first three nor the last three digits form a palindrome?,7290,LOST
Biology,Multiple Choice,Which of the following is NOT a symptom of Cushing’s syndrome? W) Elevated levels of ACTH X) Hypertension Y) Osteoporosis Z) Increased fat on the trunk and back of neck,W) ELEVATED LEVELS OF ACTH ,Short Answer,What disease is characterized by chronic inflammation of the digestive track and is one of the main subgroups of inflammatory bowel disease?,CROHN’S DISEASE,LOST
Earth and Space,Short Answer,"By name or number, place the following three minerals in order of decreasing silica content: 1) Pyroxene; 2) Orthoclase; 3) Biotite mica. ","2, 3, 1 (ACCEPT: ORTHOCLASE, BIOTITE MICA, PYROXENE) ",Short Answer,Order the following three rocks in order of increasing olivine content: 1) Garnet Schist; 2) Clinopyroxenite; 3) Dunite.,"1, 2, 3",LOST
Chemistry,Multiple Choice,"Which of the following functional groups, when analyzed using electrospray ionization mass spectrometry, most commonly produce a peak at M-18 ? W) Alcohol X) Ketone Y) Aldehyde Z) Ether",W) ALCOHOL ,Multiple Choice,Which of the following describes how the IR spectrum changes when acetone is treated with ammonia under acidic conditions followed by sodium cyanoborohydride? W) A signal at 1700 inverse cm is replaced by a broad band from 2500 to 3600 inverse cm X) A signal at 1700 inverse cm is replaced by a single signal at 3300 inverse cm Y) A signal at 1700 inverse cm is replaced by two signals at 3300 inverse cm Z) A signal at 1700 inverse cm is replaced by a signal at 1500 inverse cm,Y) A SIGNAL AT 1700 INVERSE CM IS REPLACED BY TWO SIGNALS AT 3300 INVERSE CM,LOST
Energy,Short Answer,"Scientists at Lawrence Berkeley National Labs have been studying the effects of climate change on soil bacteria productivity. Some soil bacteria can  become pathogenic when entering plants via their shoots, however most of these bacteria possess PAMPs that are quickly detected by what universal innate immune receptors?",TOLL-LIKE RECEPTORS ,Short Answer,"Scientists at Oak Ridge National Laboratory are researching strains of yeast that can withstand the ionic liquids used to break down plant cells for biofuels. Although fungi lack cholesterol, they still utilize what sterol between phospholipids to modulate membrane liquidity?",ERGOSTEROL,LOST
Physics,Multiple Choice,"In the decay pathway for uranium 235 to lead 207, each step is either an alpha decay or beta minus decay. If a total of 10 protons are lost, how many total steps are there in the pathway? W) 5 X) 7 Y) 9 Z) 11",Z) 11 ,Short Answer,"The Neel temperature is analogous to the Curie temperature for anti-ferromagnetic materials. Above the Neel temperature, thermal disorder occurs which causes the material to display what type of magnetism?",PARAMAGNETISM,LOST
Math,Short Answer,"Daniel and Sean are taking a geology exam, and the scores follow a normal distribution. Given that Daniel received a score of 88 with a z-score of 2, while Sean earned a score of 61 with a z-score of –1, what are the mean and standard deviation of scores, respectively? ","MEAN = 70, STANDARD DEVIATION = 9. ",Short Answer,"Determine the number of ordered pairs of integers (x, y) such that x2 – xy – y = 2.",2,LOST
Biology,Short Answer,"By name or number, identify all the following three structures that are adaptations of stems: 1) Stolons; 2) Bulbs; 3) Tubers.",ALL ,Short Answer,Identify all of the following three statements that are true of gastrin: 1) It is stimulated by somatostatin; 2) It decreases large intestine motility; 3) It stimulates the ileum.,3 ONLY,LOST
Earth and Space,Short Answer,Place the following three stages of a medium mass star as it exits the main-sequence: 1) Horizontal branch; 2) Red giant branch; 3) Asymptotic giant branch.,"2, 1, 3 (ACCEPT: RED GIANT BRANCH, HORIZONTAL BRANCH, ASYMPTOTIC RED GIANT BRANCH) ",Short Answer,"By name or number, identify all the following three statements that are true about fossils: 1) When sediment that filled an indentation left by the organism cements, a mold is formed; 2) Index fossils should be found over several periods; 3) Petrified wood forms when calcium seeps into the wood and forms calcium carbonate.",NONE,LOST
Chemistry,Multiple Choice,"Which of the following statements is not true about the unit cell of zinc sulfide? W) Each cation and anion is tetrahedrally coordinated X) All tetrahedral sites are fully occupied by zinc Y) At high temperatures, it converts to a hexagonal wurtzite structure Z) At a radius ratio of approximately 0.225, the general unit cell breaks down into 3,3-coordination",X) ALL TETRAHEDRAL SITES ARE FULLY OCCUPIED BY ZINC ,Multiple Choice,"A two step mechanism for an exothermic reaction has the following two steps: step 1 is endothermic, A produces C through transition state B; step 2 is exothermic, C produces E through transition state D. Which of the following do the geometries of transition states B and D most closely resemble, respectively? W) A and C X) A and E Y) C and C Z) C and E",Y) C AND C,LOST
Energy,Short Answer,Scientists at Los Alamos National Laboratory developed solar cells based on environmentally friendly and efficient copper indium selenide quantum dots with electron holes caused by zinc dopants. Identify all of the following three statements that are true about these quantum dots: 1) They are p-type semiconductors; 2) Electron holes are present in the conduction band; 3) The band gap is increased by doping.,1 ONLY ,Short Answer,"Researchers at the Linac Coherent Light Source at SLAC National Accelerator Facility have been using photon scattering anisotropy to model the kinetics  of the UV induced conrotary opening of 1,3 cyclohexadiene. The reaction motif that they are studying is commonly found in the synthesis of which human hormone?","1, 25-DIHYDROXYVITAMIN D (ACCEPT: CALCITRIOL)",LOST
Physics,Short Answer,What is the only elementary boson with spin 0?,HIGGS ,Short Answer,"By name or number, rank the following four particles in order of increasing mass: 1) Electron; 2) Electron-neutrino; 3) Higgs boson; 4) W- boson.","2, 1, 4, 3",LOST
Math,Short Answer,"Given that , compute the value of . in(x) os(x) /3 s − c = 1 sin(2x)",8/9 ,Short Answer,"Two wooden sticks of length 4 are hinged together at one end. The sticks are gradually opened at the hinge such that the angle formed between them increases at a rate of 4 radians per second. When opened, the ends of the sticks and the hinge form an isosceles triangle. When the sticks form an equilateral triangle, what is the rate of increase of the area of the triangle, in square units per second?",16,LOST
Biology,Short Answer,"Because not enough progesterone may be secreted to maintain a pregnancy, what other hormone is secreted by the cells surrounding the embryo that trigger progesterone secretion by the corpus luteum? ",HUMAN CHORIONIC GONADOTROPIN (ACCEPT: hCG) ,Short Answer,Identify all of the following three statements that are true of hemoglobin: 1) The γ form has a higher affinity for oxygen than adult hemoglobin; 2) It has a Hill coefficient of less than one; 3) It can be modeled as an enzyme that follows Michaelis Menten kinetics in addition to its oxygen carrying function.,1 ONLY,LOST
Earth and Space,Multiple Choice,Which of the following locations is an example of an emergent coastline? W) Californian coast X) Chesapeake bay Y) Gulf of Mexico Z) Sohar coast,W) CALIFORNIAN COAST ,Short Answer,Order the following 3 climate proxy data collections from the shortest lookback time to the longest lookback time: 1) Speleothems; 2) Dendrochronology; 3) Ocean Cores.,"2, 1, 3",LOST
Chemistry,Short Answer,Identify all of the following three statements that are true about imines: 1) They form most rapidly under strongly basic conditions; 2) They can be hydrolyzed under acidic conditions to produce a carbonyl group; 3) More electronegative substituents on the nitrogen atom destabilize imines.,2 ONLY ,Short Answer,What is the ratio of the second half life to the first half life for a unimolecular reaction with an overall order of -1?,1/4,LOST
Energy,Multiple Choice,Scientists at Lawrence Berkeley National Laboratory are investigating better testing kits in the midst of the SARS-CoV-2 pandemic. One of the current testing kits utilize antibodies purified from recovered patients are used to bind to novel coronavirus proteins. What type of laboratory technique do these kits most resemble? W) SDS-PAGE X) HPLC Y) ELISA Z) DNA microarray assay,Y) ELISA ,Short Answer,Researchers at Pacific Northwest National Laboratory developed a binary molybdenum phosphide catalyst to efficiently electrolyze seawater to produce hydrogen. Identify all of the following three statements that are true about the new catalyst: 1) It increases the spontaneity of electrolysis; 2) The overpotential of hydrogen on the catalytic electrode is constant; 3) It has a higher turnover rate than less efficient platinum catalysts.,3 ONLY,LOST
Physics,Multiple Choice,"A circular current loop lies in the xy plane generating a magnetic field. If r represents the distance along the z-axis, for large values of r, the strength of the magnetic field is proportional to what power of r? W) -1 X) -2 Y) -3 Z) -6 0",Y) -3 ,Short Answer,What symmetry does the decay of kaons violate?,CP SYMMETRY,LOST
Math,Multiple Choice,Which of the following MUST be true regarding an invertible matrix? W) It has a rank of zero X) It is diagonalizable Y) Its kernel consists of only the zero vector Z) It has a positive nullity,Y) IT’S KERNEL CONSISTS OF ONLY THE ZERO VECTOR ,Short Answer,Gideon is playing a game that involves a single die. He will win the game when he rolls two sixes in a row. What is the expected number of times Gideon must roll the die before he wins the game?,42,LOST
Chemistry,Short Answer,"The observed kinetic isotope effect of a reaction is 80, which is much higher than the semi-classical maximum of 10. What effect observed at low temperatures causes the greatly increased kinetic isotope effect by allowing the lighter hydrogen to pass through its potential barrier much more rapidly?",QUANTUM TUNNELING ,Short Answer,Order the following three carboxylic acid derivatives in increasing carbonyl stretching frequency in the infrared spectrum: 1) Ester; 2) Carboxylate; 3) Acid chloride.,"2, 1, 3",LOST
Physics,Multiple Choice,A stationary electron is released into a region of space where electric and magnetic fields are perpendicular. Which of the following best describes the shape of its trajectory? W) Straight line X) Circle Y) Helix Z) Cycloid,Z) CYCLOID ,Short Answer,A spherical droplet of water combines with another identical droplet of water with equal mass and volume to create a new spherical droplet. By what factor does the terminal velocity of the new droplet increase from the original terminal velocity of the single droplet of water?,2​1/6,LOST
Biology,Multiple Choice,Which of the following agents directly cause vasoconstriction? W) Thromboxane X) Angiotensin I Y) Kallikrein Z) Atrial natriuretic peptide,W) THROMBOXANE ,Short Answer,Identify all of the following three actions that would cause flaccid paralysis: 1) Inhibition of acetylcholinesterase; 2) Administration of curare; 3) Administration of botulinum toxin.,2 AND 3,LOST
Energy,Multiple Choice,"Scientists at Argonne National Laboratory synthesized many MXene materials to study variations in surface superconductivity. One of the MXenes they synthesized is a titanium selenide MXene, which has a chemical formula of Ti3C2Se and methanide carbons. Which of the following describes the oxidation state of the titanium atoms in the MXene they synthesized? W) All three titanium atoms in the 2+ oxidation state X) Two titanium atoms in the 2+ oxidation state, one titanium atom in the 4+ oxidation state Y) One titanium atom in the 2+ oxidation state, two titanium atoms in the 4+ oxidation state Z) All three titanium atoms in the 4+ oxidation state","Y) ONE TITANIUM ATOM IN THE 2+ OXIDATION STATE, TWO TITANIUM ATOMS IN THE 4+ OXIDATION STATE ",Short Answer,Researchers at Sandia National Lab discovered a mechanism to make iron in clays reactive under anaerobic conditions by scattering X-rays to determine the electron density of the clays. The scattering of X-rays inside a crystal by valence electrons can be modeled as what type of elastic scattering? ,THOMSON SCATTERING,LOST
Earth and Space,Short Answer,Novas occur due to the buildup of hydrogen on what astronomical bodies?,WHITE DWARFS ,Short Answer,What type of galaxy contains many O type stars and forms from the collision of a smaller galaxy perpendicular to the disk of a larger galaxy?,RING GALAXY,LOST
Math,Short Answer,Solve the equation log2(log4 x) = log4(log2 x) for x.,16 ,Short Answer,Let S be the set of the first 10 positive integers. How many subsets of S have the property that the number of elements in the subset is itself a member of the subset?,512,LOST
Chemistry,Multiple Choice,Which of the following is NOT true about electrophilic aromatic substitution? W) The intermediate is a positively charged complex X) Friedel-Crafts acylation does not usually result in polysubstitution Y) Halogen substituents act as meta directors Z) The nitration of benzene utilizes a nitronium cation as an electrophile,Y) HALOGEN SUBSTITUENTS ACT AS META DIRECTORS ,Multiple Choice,"Which of the following describes the thermal and photochemical electrocyclic rearrangements of a symmetric diene, respectively? W) Conrotatory and conrotatory X) Conrotatory and disrotatory Y) Disrotatory and conrotatory Z) Disrotatory and disrotatory",X) CONROTATORY AND DISROTATORY,LOST
Physics,Multiple Choice,Which of the following best describes how positrons are found on Feynman diagrams? W) They are represented as always emanating from photons X) They are represented as fermions moving backwards in time Y) They are represented as gauge bosons moving forwards in time Z) They are represented as scalar bosons moving backwards in time,X) THEY ARE REPRESENTED AS FERMIONS MOVING BACKWARDS IN TIME ,Multiple Choice,Which of the following is closest to the total energy of a 2 kg object traveling at 3/5 the speed of light? W) 1.6 * 1016 joules X) 2.3 * 1017 joules Y) 6.7 * 1017 joules Z) 1.2 * 1018 joules,X) 2.3 * 10​17​ JOULES,LOST
Biology,Multiple Choice,Which of the following dyes is most often used to stain proteins in SDS-PAGE? W) Hoechst X) Coomassie blue Y) DAPI Z) Ethidium bromide,X) COOMASSIE BLUE ,Short Answer,"By name or number, identify all the following that are an example of permissiveness: 1) Thyroxine increases the effect of epinephrine on beta-adrenergic receptors; 2) Neurotransmitters released by one neuron creates an EPSP in another neuron, increasing the amount of neurotransmitter transmitted to a third neuron; 3) Estradiol upregulates the expression of oxytocin receptors in the uterus.",1 AND 3,LOST
Energy,Short Answer,Scientists at Lawrence Berkeley National Laboratory detected a theorized particle process known as neutrinoless double-beta decay using a crystal form of molybdenum-100. The scientists were researching this process in order to help determine if neutrinos belong to what class of fermions that are equivalent to their own antiparticle?,MAJORANA FERMIONS ,Short Answer,"Researchers at the Advanced Photon Source used data from macromolecular X-ray crystallography to determine the structure of the Ebola glycoprotein. During the maturation of a viral glycoprotein in the endoplasmic reticulum, N-glycosylation occurs to link the carbohydrate from the anomeric carbon to the amide nitrogen of what amino acid?",ASPARAGINE,LOST
Math,Short Answer,Determine the smallest positive integer value of n such that n2 + 1 is divisible by . n + 2,3 ,Short Answer,"An isosceles triangle has lateral sides of length 6 and a vertex angle that measures 120º. When the triangle is rotated around one of the lateral sides in 3-D space, a solid figure is formed. What is the volume of this figure?",54π,LOST
Chemistry,Multiple Choice,Which of the following sodium salts can be reacted with carbonyl compounds to reversibly form stable crystalline intermediates that can be safely stored and further reacted with greater yields? W) Sodium nitrite X) Sodium cyanide Y) Sodium cyanate Z) Sodium bisulfite ,Z) SODIUM BISULFITE ,Short Answer,"Although the complex ion CuF6 4- has an octahedral geometry according to crystal field theory, it is actually slightly elongated along the z axis due to Jahn-Teller distortions. Order the following three d orbitals in increasing energy in the actual structure of CuF6 4-: 1) dz^2 ; 2) dxy ; 3) dxz .","3, 2, 1",LOST
Physics,Multiple Choice,"A classical and quantum harmonic oscillator each oscillate between and . Which of the following describes the probability distributions of the x = L − x = L classical and quantum harmonic oscillators, respectively, at x = 0 in the first harmonic? W) At a minimum, at a minimum X) At a minimum, at a maximum Y) At a maximum, at a minimum Z) At a maximum, at a maximum","X) AT A MINIMUM, AT A MAXIMUM ",Short Answer,"A particle with charge 1 coulomb is placed at the origin, such that a particle with alternating sign of charge with magnitude 1 coulomb is placed along each unit on the positive x axis. If this operation is carried out infinitely many times, what is the magnitude of the force experienced by the particle at the origin in terms of coulomb’s constant k?",12 kπ2,LOST
Biology,Multiple Choice,"Which of the following concentrations of auxin would cause stem and root elongation respectively? W) 10-2 M, 10-2 M X) 10-12 M, 10-12 M  Y) 10-5 M, 10-11 M Z) 10-11 M, 10-5 M","Y) 10​-5​ M, 10​-11 ​M ",Short Answer,"In contrast to the opsins and rhodopsin, what other photopigment is used by the suprachiasmatic nucleus to coordinate the circadian rhythm?",MELANOPSIN,LOST
Energy,Short Answer,Scientists at Ames National Laboratory have discovered a lanthanum based catalyst for carbon oxygen sigma bond cleavage. Identify all of the following three reactions that this catalyst could be used for: 1) Ozonolysis; 2) Epoxide ring opening; 3) Glycol cleavage.,1 AND 2 ,Short Answer,"Scientists at Lawrence Berkeley National Laboratory grew an ultra-thin layer of a doped hafnium oxide onto silicon. Using X-ray analysis techniques, the scientists discovered that the ultra-thin material both achieved spontaneous electric polarization and reversed the direction of polarization in the presence of an external electric field. What term describes the ultra-thin material?",FERROELECTRIC,LOST
Earth and Space,Multiple Choice,Which of the following is NOT a characteristic of chondrites? W) Glassy chondrules X) Calcium-aluminum rich inclusions Y) Presence of Volatiles Z) Widmanstätten patterns ,Z)​ ​WIDMANSTÄTTEN PATTERNS  ,Short Answer,"Give, by name or number, all of the following three factors which disrupt mesocyclone formation and maturation: 1) Low vertical shear; 2) Presence of neddy eddies; 3) High pressure aloft.",1 ONLY,LOST
Math,Short Answer,"Arthur has 5 blue socks, 3 red socks, and 2 green socks. After drawing 3 socks at random from his drawer, what is the probability that he has drawn a pair of socks of the same color?",¾  ,Short Answer,"Evaluate the line integral of x2 ds along the line segment from (–1, 0) to (1, 2).",2√2/3,LOST
Chemistry,Short Answer,Identify all of the following three reactions that will produce a lactone: 1) Dieckmann cyclization of a diester; 2) Baeyer-Villiger oxidation of a cyclic ketone; 3) Beckmann rearrangement of an oxime.,2 ONLY ,Multiple Choice,"What is the HOMO and LUMO, respectively, for the reaction between formaldehyde and potassium cyanide to produce a cyanohydrin? W) Sigma orbital of cyanide and sigma star orbital of formaldehyde X) Pi orbital of cyanide and sigma star orbital of formaldehyde  Y) Pi orbital of cyanide and pi star orbital of formaldehyde Z) Nonbonding orbital of cyanide and pi star orbital of formaldehyde",Z) NONBONDING ORBITAL OF CYANIDE AND PI STAR ORBITAL OF FORMALDEHYDE,LOST
Physics,Multiple Choice,Under which of the following conditions is the electric field guaranteed to be conservative? W) Net charge is zero X) No charge movement Y) The curl of the electric field is constant Z) There are no changing magnetic fields,Z) THERE ARE NO CHANGING MAGNETIC FIELDS ,Short Answer,"What is the hypothetical spin of a tensor boson, and what hypothetical tensor boson derives from the stress-energy tensor?",2 AND GRAVITON,LOST
Biology,Short Answer,"In some grasses, increases in population size may lead to an increase in individual fitness, due to shielding of the wind. This is an example of what effect?",ALLEE EFFECT  ,Multiple Choice,Which of the following mechanisms best describes how retinoblastoma protein is responsible for the inhibition of the cell cycle? W) It inhibits the action of E2F X) It initiates the destruction of MPF Y) It destabilizes tubulin polymerization Z) It recruits the action of p53 0,W) IT INHIBITS THE ACTION OF E2F,LOST
