category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Biology,Short Answer,Which mass extinction event 251 million years ago deﬁnes the boundary between the Paleozoic and Mesozoic eras? ,Permian,Multiple Choice,The adaptive radiation of mammals can be mapped to the same time frame as the extinction of terrestrial dinosaurs. Which of the following groups is NOT one of the groups that emerged from this adaptive radiation event? W) Cynodonts X) Monotremes Y) Marsupials Z) Eutherians ,W) Cynodonts,MIT 2021 round 4
Physics,Short Answer,What phenomenon causes the blue glow observed in underwater nuclear reactors? ,Cherenkov Radiation,Multiple Choice,What particle is the carrier particle for the electro- magnetic force? W) Gluon X) Photon Y) W boson Z) Z boson ,X) Photon,MIT 2021 round 5
Chemistry,Short Answer,"The reaction of carbon monoxide gas with oxygen gas to produce carbon dioxide takes place in a closed container with a moveable piston. By name or number, identify all of the following three changes to the system that would lead to a greater yield of carbon dioxide: 1) Increasing the temperature 2) Increasing the volume 3) Adding nitrogen gas under constant volume ",None of them,Short Answer,"Given that the pKa of HCN is 11, then to one signiﬁcant ﬁgure, what is the pH of a solution formed when 0.1 moles of HCN is dissolved in 1 liter of water? ",6,MIT 2021 round 5
Math,Multiple Choice,What is the term used to describe the relationship between non-adjacent angles formed by the intersection of a single pair of lines? W) Alternate X) Vertical Y) Complementary Z) Conjugate ,X) Vertical,Short Answer,"You are playing a game where you roll a fair six-sided die. If the die lands on the numbers 1 through 5, you earn the same number of points as the number the die lands on and can roll again. The game ends when the die lands on 6. What is the expected number of points you will earn from playing this game? ",15,MIT 2021 round 5
Biology,Short Answer,"By name or number, identify all of the following three ecosystem components which are classiﬁed as abiotic: 1) Tree 2) River 3) Cicada shell ",2 only,Multiple Choice,"Carbon cycles through reservoirs, or sinks, where a large amount of carbon is stored. Which of the following reservoirs contains the largest percent of the world’s carbon? W) Fossil fuels X) Oceans Y) Atmosphere Z) Living organisms ",X) Oceans,MIT 2021 round 5
Earth and Space,Short Answer,What term refers to the process by which large chunks of ice break oﬀ of a glacier? ,"Calving (Accept: Ice Calving, Glacial Calving)",Multiple Choice,The cosmic background radiation which originated from the epoch of recombination has a peak wavelength closest to which of the following values? W) 10−7 m X) 10−5 m Y) 10−3 m Z) 10−1 m ,Y) 10−3 m,MIT 2021 round 5
Math,Short Answer,"What is the largest dollar amount that cannot be formed using bills of size 18 dollars, 9 dollars, and 5 dollars? ",31,Short Answer,"In the expansion the polynomial 4, what is the sum of all the coeﬃcients? ",81,MIT 2021 round 5
Physics,Short Answer,"An observer is listening to a sound coming from a car at a ﬁxed frequency. By name or number, rank the following three scenarios in order of smallest to largest frequency heard by the observer: 1) Stationary observer with a car moving away from observer at velocity v. 2) Stationary car with an observer moving towards car at velocity v. 3) Observer moving away from car at velocity v with a car moving away from observer at velocity v′ . ","3, 1, 2",Multiple Choice,"A cube and a hollow ring are placed at the top of a 45-degree incline. The two are released simultaneously, with the cube sliding down the incline, and the ring rolling without slipping. For the cube and the ring to reach the bottom of the incline simultaneously, the coeﬃcient of friction between the cube and the incline must be closest to which of the following? W) 0.1 X) 0.3 Y) 0.5 Z) 0.7 ",X) 0.3,MIT 2021 round 5
Energy,Short Answer,The Bawendi group has previously investigated ﬂuores- cent imaging with the dye indocyanine green. The dye emits light at 950 nm. Where does the emitted light lie on the electromagnetic spectrum? ,Infrared,Short Answer,"The McGuire group has recently detected benzonitrile in the interstellar medium. Another name for this compound is cyanobenzene. Cal- culate, to the nearest whole number, the molecular weight of benzonitrile. ",103 ,MIT 2021 round 5
Earth and Space,Short Answer,What is the term describing the sliding movement of the lower parts of glaciers? ,Basal slip,Multiple Choice,Hubble’s Law relates which of the follow- ing two factors? W) Recessional velocity and galaxy size X) Recessional velocity and distance Y) Galaxy size and distance Z) Galaxy size and rate of star formation ,X) Recessional velocity and distance,MIT 2021 round 5
Chemistry,Short Answer,"Emily mixes together a solution of copper ni- trate and potassium iodide, and notices a solid forming. What is the chemical formula of this solid? ",CuI,Short Answer,Emily now mixes together a solution of copper nitrate and potassium iodide. She notices a solid forming along with the solution turning brown. What is the stoichiometric ratio between the solid and the species responsible for the brown color? ,2:1 ,MIT 2021 round 5
Biology,Multiple Choice,Which of the following cell types is not a part of the adaptive immune system? W) CD4+ T cell X) CD8+ T cell Y) CD19+ B cell Z) CD15+ neutrophils ,Z) CD15+ neutrophils,Short Answer,How many heavy chains does the most common mul- timeric form of an IgM antibody possess? ,10,MIT 2021 round 5
Physics,Multiple Choice,"In an AC circuit, which of the following best describes the voltage-current relationship in an inductor? W) Voltage leads current X) Voltage lags current Y) Voltage is in phase with current Z) Voltage oscillates at a diﬀerent frequency than current ",W) Voltage leads current,Multiple Choice,"Hannah is standing in front of a concave, spherical mirror with a radius of curvature of 10 meters. If he is 6 meters along the axis of the mirror, which of the following best describes the image formed? W) Real and larger than Hannah X) Real and smaller than Hannah Y) Virtual and larger than Hannah Z) Virtual and smaller than Hannah ",W) Real and larger than Hannah,MIT 2021 round 5
Earth and Space,Short Answer,What term describes the distance that wind blows over the water to form a wave? ,Fetch,Short Answer,"By name or number, order the following three dwarf planets in our solar system from closest to farthest from the sun: 1) Pluto 2) Makemake 3) Ceres ","3, 1, 2",MIT 2021 round 5
Biology,Multiple Choice,Which of the following processes best describes how species ﬁll diverse ecological niches? W) Predation X) Adaptive radiation Y) Sexual selection Z) Artiﬁcial selection ,X) Adaptive radiation,Short Answer,"By name or number, identify all of the following three situations in which speciation can occur: 1) A mountain range physically splits a population in half, resulting in no contact between the two resulting subpopulations 2) Individuals in a population which are heterozygous for a particular trait die more frequently than individuals which are homozygous for that trait 3) A new prey animal that moves quickly is introduced to an area with predators adapted for stalking ","1, 2, 3 (accept: all)",MIT 2021 round 5
Math,Short Answer,"By name or number, identify all of the following three shapes whose diagonals must be perpendicular: 1) Isosceles trapezoid 2) Rhombus 3) Rectangle ",2 only,Multiple Choice,Which of the following values is closest to the perimeter of an ellipse with major axis 10 and minor axis 4? W) 12 X) 18 Y) 24 Z) 30 ,Y) 24,MIT 2021 round 5
Energy,Multiple Choice,"The Boyer group at MIT is studying heart regener- ation at the gene level. In embryonic heart development, cardiomyocytes primarily utilize which metabolic pathway that does not require the mitochondria to generate energy? W) Glycolysis X) Oxidative phosphorylation Y) Alcoholic fermentation Z) Pentose phosphate pathway ",W) Glycolysis,Short Answer,"The Boyer group also researches the transition to ox- idative metabolism in cardiomyocytes, which is functionally equivalent to the loss of regenerative potential. A feature of diﬀerentiation in these cells is characterized by the development of rigid sarcomeres. Within the sarcomere, what large protein extends from the Z-line and interacts with myosin? ",Titin (accept: connectin),MIT 2021 round 5
Chemistry,Multiple Choice,"What is the orbital angular momentum quantum number, ℓ 0 X) 1 Y) 2 Z) 3 ",X) 1,Multiple Choice,Cobalt-60 is a common radioactive isotope used in radiation therapy. It is most commonly made by bombarding nonradioactive cobalt-59 with neutrons. What is the most likely decay mode of cobalt-60? W) Neutron emission X) Alpha decay Y) Beta-minus decay Z) Beta-plus decay ,Y) Beta-minus decay,MIT 2021 round 5
Earth and Space,Short Answer,"What is the name for the process for the gravitational accumulation of particles around a massive object such as a black hole, forming a disk? ",Accretion,Multiple Choice,Which of the following is true concerning lunar cycles? W) The sidereal month is how long the moon takes to orbit the earth with respect to the background stars X) The synodic month is how long the moon takes to orbit the earth with respect to the background stars Y) The sidereal month is roughly 29.5 days long Z) The synodic month is roughly 27.33 days long ,W) The sidereal month is how long the moon takes to orbit the earth with respect to the background stars,MIT 2021 round 5
Chemistry,Multiple Choice,Which of the following molecules has a dipole moment of zero? W) CHCl3 X) PF5 Y) NH3 Z) SO2 ,X) PF5,Multiple Choice,"For a hydrogen atom, which transition between principal energy levels requires the greatest input of energy? W) n = 1 to n = 2 X) n = 2 to n = 4 Y) n = 3 to n = 7 Z) n = 4 to n = 6 ",W) n = 1 to n = 2,MIT 2021 round 5
Physics,Short Answer,"Tyler places his ﬁnger in the middle of a violin string of length L to create a node at a distance of L/2 from either of its ﬁxed ends. If the fundamental frequency of the string is 440 hertz, at what frequency in hertz will the string sound now? ",880 hertz,Short Answer,"A particle of mass m moving to the right at speed v collides with a particle of mass m moving to the left at speed v. The two particles fuse into a single stationary particle of mass 3m. In terms of the speed of light c, what is v? ",( √ 5/3)c ,MIT 2021 round 5
Biology,Multiple Choice,Which of the following cells in a plant ovule functions has the primary function of guiding the pollen tube? W) Antipodal cells X) Egg cells Y) Polar nuclei Z) Synergids ,Z) Synergids,Short Answer,"In the development of angiosperm zygotes, the large basal cell divides to form what stalklike structure that anchors the embryo along with supporting its early development? ",Suspensor,MIT 2021 round 5
Math,Multiple Choice,An ant on the 2D plane crawls from the origin to the point P and then to X) Y) Z) ,"W) (1, 1)",Short Answer,Equilateral triangle ABC with side length 10 is drawn on its circumcircle. Point D is chosen on minor arc BC. What is the largest possible integer perimeter of the quadrilateral ABDC? ,31,MIT 2021 round 5
Biology,Short Answer,"In the most common form of glycolysis, the ﬁnal step involves the synthesis of pyruvate from the dephosphorylation of what compound, which is also involved in carbon ﬁxation of C4 plants? ",PEP (accept: Phosphoenolpyruvate),Short Answer,"By name or number, identify all of the following four compounds that would result in increased rates of glycolysis at concentrations higher than normal: 1) AMP 2) Fructose-2,6-bisphosphate 3) Glucagon 4) Glucose-6-phosphate ",1 and 2,MIT 2021 round 6
Energy,Short Answer,The Bartel group studies microRNAs which contribute to gene silencing by base-pairing to mRNA. What is the analogous RNA component involved in RNA interference? ,siRNAs (accept: small interfering RNAs),Multiple Choice,The Bartel group produced a model for how microR- NAs can act cooperatively to enhance gene silencing. Cooperative binding between proteins is often quantiﬁed using a Hill Coeﬃcient. What values for a Hill coeﬃcient indicate cooperative binding? W) Less than 0 X) Between 0 and 0.5 Y) Between 0.5 and 1 Z) Greater than 1 ,Z) Greater than 1,MIT 2021 round 6
Chemistry,Multiple Choice,"When you add zinc to concentrated sulfuric acid, you notice the evolution of a pungent gas from the solution. Which of the following is the most likely identity of the pungent gas? W) H2S X) H2 Y) SO2 Z) SO3 ",Y) SO2,Short Answer,Fuming sulfuric acid consists of a concentrated so- lution of sulfur trioxide gas in sulfuric acid. What is the chemical formula of the predominant sulfur containing species in fuming sulfuric acid? ,H2S2O7 ,MIT 2021 round 6
Math,Multiple Choice,How many real roots does the polynomial x3 + 7x + 2 have? W) 0 X) 1 Y) 2 Z) 3 ,X) 1,Short Answer,What is the average value of the function f= sin2cos2on the interval between x = 0 and x = π? ,1/8,MIT 2021 round 6
Earth and Space,Multiple Choice,Which of the following is not an ore of copper? W) Bornite X) Chalcopyrite Y) Chalcocite Z) Bauxite ,Z) Bauxite,Short Answer,"What term describes the degree of ﬂattening of celestial objects, generally due to rotation? ",Oblateness,MIT 2021 round 6
Physics,Short Answer,"To one signiﬁcant ﬁgure, in meters, what is the maximum height attained by a ball thrown directly upward from the ground at 14 meters per second? ",10 meters,Multiple Choice,"When the cosmic microwave background, or CMB, is measured, one ﬁnds a relative diﬀerence on the order of 0.01% between the frequency of the radiation in one direction and the frequency of the radiation in the opposite direction. This diﬀerence can be explained by which of the following? W) Small ﬂuctuations in energy density in the early universe X) Emissions from a distant quasar Y) The Local Group having nonzero velocity relative to the CMB Z) Interference from interstellar gas and dust ",Y) The Local Group having nonzero velocity relative to the CMB,MIT 2021 round 6
Chemistry,Multiple Choice,A nickel-63 nucleus would most likely undergo which of the following decay modes? W) Alpha decay X) Electron capture Y) Beta-plus decay Z) Beta-minus decay ,Z) Beta-minus decay,Short Answer,"By name or number, rank the following 3 ligands in order of increasing denticity: 1) EDTA 2) Porphine 3) Oxalate ","3, 2, 1",MIT 2021 round 6
Biology,Short Answer,What term describes the majority of animals that are not able to tolerate changes in surrounding osmolarity? ,Stenohaline,Short Answer,"By name or number, identify all of the following three statements that are true regarding human sensory mechanisms: 1) Hearing is perceived via the bending of the cupula, leading to the hyperpolar- ization of mechanoreceptors 2) The semicircular canals are partially responsible for balance 3) Humans are well known for the use of a lateral line system ",2 only,MIT 2021 round 6
Math,Multiple Choice,"A strange calculator has two buttons which either allow you to double the current number or add 1 to the current number. Starting from an input of 1, what is the minimum number of button presses required to arrive at a value of 20? W) 5 X) 6 Y) 7 Z) 8 ",W) 5,Short Answer,"On another strange calculator, there are two buttons which either allow you to multiply the current input by −2 or subtract 1 from the current input. From a starting input of 1, what is the largest possible number that you can generate in at most 7 button presses? ",96,MIT 2021 round 6
Physics,Multiple Choice,Which of the following is NOT a condition of me- chanical equilibrium? W) Acceleration is 0 X) Net force is 0 Y) Angular momentum is 0 Z) Net torque is 0 ,Y) Angular momentum is 0,Short Answer,"Consider a tube closed at one end and open at the other. A standing pressure wave is set up inside of that tube. By name or number, identify all of the four boundary conditions which must be satisﬁed to create this situation: 1) The absolute pressure at the open end of the pipe is zero 2) The gauge pressure at the open end of the pipe is zero 3) The gauge pressure at the closed end of the pipe is zero 4) The pressure at the closed end must equal the pressure at the open end ",2 only,MIT 2021 round 6
Earth and Space,Multiple Choice,A decrease of 1 in a star’s absolute mag- nitude corresponds to an increase in ﬂux by approximately what factor? W) 1.5 X) 2 Y) 2.5 Z) 5 ,Y) 2.5,Short Answer,The Barbados Ridge has resulted from South American Plate is subducting beneath Caribbean Plate and sediments accu- mulating in the space between them. What is the name of this type of structure? ,Accretionary wedge (accept: accretionary prism) ,MIT 2021 round 6
Energy,Short Answer,The Swager group at MIT has developed a device to detect peroxides in materials. Hydrogen peroxide decomposes in air to release what two molecules? ,Water and oxygen gas,Short Answer,"The Swager group at MIT has recently published re- search on a chemiresistive methane sensor based on the formation of high-valent platinum. In the sensor, methane undergoes a two electron oxidation. What is the product of methane oxidation in this reaction? ",CH3OH or methanol,MIT 2021 round 6
Math,Short Answer,What mathematician developed a notation of calculus that uses dy and dx independently of the work of Isaac Newton? ,Gottfried Wilhelm Leibniz (accept: Leibniz),Multiple Choice,What is the maximum r such that nine spheres of radius r can be packed inside a cube of side length 4? W) 3 √ 3 − 5 X) 4 √ 3 − 6 Y) 2 √ 3 − √ 6 Z) 2 √ 3 − 1 ,X) 4 √ 3 − 6,MIT 2021 round 6
Energy,Short Answer,Researchers in the Fault Mechanics group at MIT are studying how magmatic intrusions can cause extensional strain in the Earth’s crust. They are speciﬁcally studying the aﬀects of intrusions that vertically cut through many layers of rock. What are the names of these intrusions? ,Dikes,Short Answer,Researchers in the Fault Mechanics group at MIT the moment magnitude scale to measure the intensity of foreshocks and aftershocks of earthquakes. Which of the following statements best describes the diﬀerence between the Richter scale and the moment magnitude scale? W) The Richter scale is based on energy released whereas the moment magnitude scale is based on damage done X) The moment magnitude scale considers factors such as fault displacement whereas the Richter scale does not Y) The Richter scale is a quadratic scale whereas the moment magnitude scale is a logarithmic scale Z) A high scoring earthquake on the Richter scale will have a low score on the moment magnitude scale ,X) The moment magnitude scale considers factors such as fault displace- ment whereas the Richter Scale does not,MIT 2021 round 6
Biology,Multiple Choice,"Which of the following statements is true regarding plant transport? W) Sucrose is typically transported through sieve-tubes X) Bulk ﬂow in plants functions through negative pressure Y) Under normal conditions, proteins may pass through plant plasmodesmata Z) The Casparian strip is only permeable to water ",W) Sucrose is typically transported through sieve-tubes,Multiple Choice,"Suppose there are three groups with 100 organisms each with 3 diﬀerent species W, X, and Y: Group 1 contains 25 W, 50 X and 25 Y, Group 2 contains 50 W and 50 X while Group 3 contains 33 W, 34 X, and 33 Y, which of the three groups has the highest diversity, according to the Shannon Diversity Index? W) Group 1 X) Group 2 Y) Group 3 Z) Two groups have equal diversity ",Y) Group 3,MIT 2021 round 6
Earth and Space,Short Answer,What term describes streamlined asym- metrical hills formed by retreating glaciers that point in the opposite direction of a glacier’s retreat? ,Drumlin,Short Answer,"By name or number, identify all of the following three elements that are present in the Fraunhofer spectral line series: 1) Hydrogen 2) Calcium 3) Iron ","1, 2, and 3 (accept: all) ",MIT 2021 round 6
Physics,Short Answer,"In kilogram meters squared, what is the moment of inertia about the central axis perpendicular to the plane of a square with sides of length 3 meters and a mass of 10 kilograms? ",15 kilogram meters squared,Short Answer,"A 1-centimeter long projectile is shot through a wheel at 100 meters per second. There are 8 evenly spaced spokes on the wheel. What is the minimum angular velocity, in revolutions per second, that is needed to ensure the projectile hits a spoke? ",1250 revolutions per second,MIT 2021 round 6
Chemistry,Multiple Choice,"In electroplating, the pure metal deposits on which electrode? W) Positive cathode X) Positive anode Y) Negative cathode Z) Negative anode ",Y) Negative cathode,Short Answer,"By name or number, identify all of the following three pairs of compounds which have the same molecular geometry: 1) ICl3 and NH3 2) SF4 and XeF4 3) SO3 and BF3 ",3 only,MIT 2021 round 6
Chemistry,Multiple Choice,"Jessica is performing colorimetry on a compound, so she plots the transmittance versus the concentration of the compound. Which of the following best describes the graph that results? W) Linear X) Quadratic Y) Exponential Z) Logarithmic ",Y) Exponential,Multiple Choice,Which of the following numbers is closest to the maximal molar extinction coeﬃcient in the visible light range of the permanganate anion? W) 102 liters per mole per centimeter X) 104 liters per mole per centimeter Y) 106 liters per mole per centimeter Z) 108 liters per mole per centimeter ,X) 104 liters per mole per centimeter,MIT 2021 round 6
Physics,Short Answer,"In relativity, the combination of space and time allows the construction of what vectors with timelike and spacelike components? ",Four-vectors,Short Answer,"By name or number, arrange the following three mate- rials in order of increasing thermal conductivity: 1) Diamond 2) Brass 3) Fiberglass ","3, 2, 1 ",MIT 2021 round 6
Biology,Multiple Choice,Which of the following mutagens is the most common cause of a thymine dimer? W) Benzo[a]pyrene X) Radium Y) UV light Z) Mustard gas ,Y) UV light,Short Answer,Quantum tunneling is thought to be a possible source of some mutations in DNA. Ions of what element in DNA are susceptible to moving via quantum tunneling? ,Hydrogen,MIT 2021 round 6
Math,Multiple Choice,How many 100-digit positive integers have digit sum 898? W) 4950 X) 5050 Y) 5150 Z) 5250 ,X) 5050,Short Answer,"For real values of x, what is the maximum possible value of sin x + 2 cos x? ",√ 5 ,MIT 2021 round 6
Earth and Space,Short Answer,"What is the name given to the stage of our universe during which protons captured free electrons to form neutral hydrogen, resulting in the universe becoming transparent? ",Recombination,Multiple Choice,Which of the following minerals is the principle ore for lead? W) Sphaelerite X) Galena Y) Cinnabar Z) Chalcopyrite ,X) Galena,MIT 2021 round 6
Energy,Short Answer,Researchers in the Lippard group at MIT are studying the potential use of diﬂuoromethyl groups as substitutes for hydroxyl groups due to their ability to participate in what type of interaction? ,Hydrogen bonding,Short Answer,"Researchers in the Dinca group at MIT are studying the reaction of copper metal organic frameworks with nitric oxide, leading to a dispro- portionation. What two nitrogen compounds are formed as a result of this reaction? ",Nitrogen dioxide and nitrous oxide (accept: NO2 and N2O),MIT 2021 round 7
Biology,Multiple Choice,Given that an individual has a normal blood pressure of 120 mmHg for systole and 80 mmHg for di- astole 80 X) 90 Y) 100 Z) 120 ,X) 90,Multiple Choice,Which of the following terms best describes a muscle contraction where the load on the muscle remains constant? W) Isotonic X) Isometric Y) Isoferulic Z) Isomeric ,W) Isotonic ,MIT 2021 round 7
Earth and Space,Short Answer,Limb Darkening is an optical eﬀect that is caused by the absorption of light by what layer of the sun? ,Photosphere,Short Answer,A galaxy is observed to have a redshift of 0.6. At what fraction of the speed of light is the galaxy moving away from the observer? ,39/89,MIT 2021 round 7
Chemistry,Multiple Choice,"A Daniel cell is a galvanic cell in which copper is reduced by zinc. In a Daniel cell with a salt bridge composed of potassium nitrate, what pair of ions accumulate at the anode as the cell generates electricity? W) Zn2+, K+ X) Zn2+, NO3 – Y) Cu2+, K+ Z) Cu2+, NO3 – ","X) Zn2+, NO3–",Short Answer,How many sigma bonds are in a molecule of butane? ,13,MIT 2021 round 7
Physics,Multiple Choice,"In a double slit experiment, which of the following changes will cause the interference pattern to become more spread out? W) Increasing the wavelength of the light X) Polarizing the light parallel to the direction of the slits instead of using unpo- larized light Y) Decreasing the width of each slit Z) Increasing the distance between the slits ",W) Increasing the wavelength of the light,Multiple Choice,"A double slit experiment is set up with two slits with a width 1 micron each and distance of 10 microns between them. The distance to the screen on which a pattern forms is much larger than the distance between the slits. When one of the slits is covered, which of the following statements is true about the new intensity pattern, compared to the old one? W) It has a single peak in the location of an old minimum X) It has a single peak in the location of an old maximum Y) It has several peaks, and the closest minimum to the center is at the location of an old minimum Z) It has several peaks, and the closest minimum to the center is at the location of an old maximum ","Z) It has several peaks, and the closest minimum to the center is at the location of an old maximum",MIT 2021 round 7
Math,Short Answer,What is the largest possible determinant of a 2 × 2 matrix with all entries being single digit positive integers? ,80,Short Answer,How many 2 × 2 nonsingular matrices satisfy the property that each of their entries are distinct integers between 1 through 6 inclusive? ,344 ,MIT 2021 round 7
Earth and Space,Short Answer,"By name or number, order the following three layers of the ophiolite complex from top to bottom: 1) Gabbro 2) Pillow basalts 3) Sheeted dike complexes ","2, 3, 1",Short Answer,What device is associated with the process by which microwave spectral lines are generated by a comet via stimulated emission? ,Masers,MIT 2021 round 7
Energy,Short Answer,The Niles group at MIT is studying malaria. What genus of mosquito is responsible for transmitting the malaria pathogen? ,Anopheles,Short Answer,The Niles group at MIT speciﬁcally studies heme metabolism by the malaria parasite. What is the name of the ringed structures which surround the iron atom in heme? ,Porphyrin (POR-ferr-in) ,MIT 2021 round 7
Chemistry,Short Answer,"If the current half-life of a zeroth-order reaction is 10 seconds, how many seconds are required for the reaction to go to completion? ",20,Short Answer,"Giving your answer as a decimal to the nearest tenth, what is the ratio of the rate of eﬀusion of hydrogen gas at 150 kelvin to that of water vapor at 600 kelvin? ",1.5,MIT 2021 round 7
Math,Short Answer,"As a fraction in simplest form, how many degrees does an hour hand travel in the time it takes for the second hand on a clock to travel halfway around the clock? ",1/4 degree,Short Answer,Two of the side lengths of a triangle are 10 units and 10 units. How many possible values are there for the third side length if the area of the triangle is an integer number of square units? ,99 ,MIT 2021 round 7
Biology,Multiple Choice,"Untranslated regions, or UTRs, of mRNAs are im- portant in which of the following processes? W) Transcript stabilization X) Exon splicing Y) Intron splicing Z) Recognition by tRNA ",W) Transcript stabilization,Short Answer,Poly-A capture is used in single-cell RNA-sequencing to primarily remove what type of RNA? ,Ribosomal RNA (accept: rRNA),MIT 2021 round 7
Physics,Short Answer,"In terms of c, the speed of light in a vacuum, what is the speed of light in a nonmagnetic material with dielectric constant k = 4? ",c/2,Short Answer,"Albert is ice skating on a strange rink with a banked turn banked at an angle of 45 degrees. If this turn has a radius of 2 meters, and using g equals 10 meters per second squared, at what speed in meters per second should 80-kilogram Albert go through the turn so he does not slide up or down the rink? ",2 √ 5 meters per seccond ,MIT 2021 round 7
Energy,Short Answer,"Researchers at MIT have experimentally conﬁrmed Hawking’s theorem that the surface area of a black hole cannot decrease. According to the Bekenstein-Hawking formula, what thermodynamic quantity of black holes is proportional to their surface area? ",Entropy,Multiple Choice,Scientists at MIT used the Wallace Observatory to observe the transit of Mercury. Mercury has the unique property that it is in a spin- orbit resonance with the sun. Which of the following equals the ratio of Mercury’s rotational period to its period of revolution? W) 1 to 2 X) 2 to 3 Y) 3 to 4 Z) 3 to 5 ,X) 2 to 3,MIT 2021 round 7
Math,Multiple Choice,Which of the following numbers does not divide 312−212? W) 5 X) 7 Y) 11 Z) 13 ,Y) 11,Short Answer,"In 2006, what conjecture in topology was proven by Grigori Perelman, who later declined the 1 million dollar prize from the Clay Institute? ",Poincaré conjecture ,MIT 2021 round 7
Biology,Short Answer,What term describes a hormone that leads to the release of another hormone? ,Tropic,Short Answer,"By name or number, identify all of the following three statements that are true regarding GFR, or glomerular ﬁltration rate: 1) The renal clearance rate is equivalent to the GFR for inulin, a polysaccharide that’s only ﬁltered and not excreted nor secreted 2) Constricting the aﬀerent arteriole leads to an increased GFR 3) Dilating the eﬀerent arteriole leads to increased GFR ",1 only,MIT 2021 round 7
Earth and Space,Short Answer,"By name or number, identify all of the following three elements that will be present in absorption spectra of a Type 1c supernova: 1) Hydrogen 2) Helium 3) Oxygen ",3 only,Short Answer,What is the name for the process that involves metamorphism with substantial chemical change by hydrothermal ﬂuids? ,Metasomatism,MIT 2021 round 7
Physics,Multiple Choice,"The magnetic ﬁeld is commonly written as the curl of another quantity, known as the magnetic vector potential. Which of Maxwell’s equations mathematically guarantees that this is possible? W) Gauss’s law for electricity X) Faraday’s law Y) Gauss’s law for magnetism Z) Ampere-Maxwell law ",Y) Gauss’s law for magnetism,Short Answer,"By name or number, identify all of the following four musical instruments that would emit a diﬀerent range of pitches of sound on Mars than from what they would emit on Earth: 1) Flute 2) Harp 3) Saxophone 4) Xylophone ",1 and 3 ,MIT 2021 round 7
Chemistry,Short Answer,What is the average oxidation state of the sulfur atoms in Na2S4O6? ,52,Short Answer,What is the molecular geometry of the central iodine atom in I3 –? ,Linear,MIT 2021 round 7
Physics,Multiple Choice,"If a force is exerted on an object along the positive x-axis, then which of the following could be the torque vector about a pivot that lies on the negative z-axis? W) 8ˆj X) −5ˆj Y) 4ˆi Z) −9ˆi ",W) 8ˆj,Short Answer,"A mass on a spring undergoing simple harmonic oscil- lation has a maximum displacement of 1.6 meters from equilibrium and a period of 4 seconds. To the nearest meter per second squared, what is the maximum magnitude of the acceleration experienced by the mass? ",4 meters per second squared,MIT 2021 round 7
Biology,Multiple Choice,Which of the following types of ground tissue cells is most likely to contain lignin? W) Parenchyma X) Collenchyma Y) Epidermal Z) Sclerenchyma ,Z) Sclerenchyma,Short Answer,What is the eﬀective population size of a population with 600 females and 400 males? ,960,MIT 2021 round 7
Chemistry,Short Answer,Silver does not dissolve in aqua regia due to passi- vation from what compound? ,Silver chloride (accept: AgCl),Short Answer,"Leah is titrating permanganate solution of unknown concentration by adding excess potassium iodide, followed by backtitration of the liberated iodine with thiosulfate. By name or number, identify all of the following three statements which would lead to the measured concentration of permangante being lower than the actual concentration: 1) Leah forgets to acidify the permanganate solution 2) Leah accidentally doubles the amount of potassium iodide added 3) Leah rinses her buret with water instead of thiosulfate solution before the back titration ",1 only ,MIT 2021 round 7
Math,Short Answer,What is the product of the greatest common divisor and least common multiple of 12 and 16? ,192,Short Answer,Three latitude and three longitude lines are drawn on a globe. How many points on the globe lie on the intersection of two or more of these lines? ,20,MIT 2021 round 7
Earth and Space,Short Answer,"What word, German for “desert mountains,” describes the remnants of a mountain after erosion in a late stage desert landscape? ",Inselbergs,Short Answer,"By name or number, order the following three rock layers from top to bottom in a typical transgression sequence: 1) Limestone 2) Sandstone 3) Shale ","1, 3, 2",MIT 2021 round 7
Physics,Multiple Choice,"A light wave is propagating in the positive x direction. If at a given point in time, its electric ﬁeld points in the negative y direction, in which direction does its corresponding magnetic ﬁeld point? W) Positive x X) Negative x Y) Positive z Z) Negative z ",Z) Negative z,Short Answer,"A train moving at 60% of the speed of light relative to Nancy has a clock at one end. Oscar synchronizes his watch with this clock and walks a distance of 10 light seconds in his frame, ending at other end of the train. As observed from Nancy’s frame, what is the magnitude of the diﬀerence in time, in seconds, between the clock and Oscar’s watch? ",4.8 seconds,MIT 2021 round 8
Chemistry,Multiple Choice,Which of these molecules are IR inactive? W) CO2 X) N2 Y) H2O Z) Cyclopentane ,X) N2,Multiple Choice,Which of the following bonds is strongest? W) Silicon-hydrogen single bond X) Silicon-oxygen single bond Y) Silicon-ﬂuorine single bond Z) Silicon-chlorine single bond ,Y) Silicon ﬂuorine single bond,MIT 2021 round 8
Math,Multiple Choice,Which of the following best describes the polar equation r = 5/Ellipse with major axis parallel to x-axis X) Ellipse with major axis parallel to y-axis Y) Hyperbola with major axis parallel to x-axis Z) Hyperbola with major axis parallel to y-axis ,Y) Hyperbola with major axis parallel to x-axis,Short Answer,"What branch of geometry replaces Euclid’s Fifth Postulate with the statement, “For any given line R and point P not on R, in the plane containing both line R and point P there are at least two distinct lines through P that do not intersect R""? ",Hyperbolic geometry,MIT 2021 round 8
